,date,hour,tweet,linea,estacion
126,07/Nov/2019,22:10:16,Disminuye cerca del 55% el robo en el @MetroCDMX @GobCDMX https://t.co/9zmQ29ZFOY https://t.co/BXabaLnnyj,,
127,07/Nov/2019,22:10:44,"No bueno, el @GobCDMX pone  reglas para viajar medianamente seguras en el @MetroCDMX pero resulta que los mismos trabajadores de este las infringen.

Lo más chido, para justificar su falta, acusan a esta chica de viajar en estado de ebriedad. ¿No son geniales? 🤗😒 https://t.co/l6wpcYkozr",,
128,07/Nov/2019,22:11:06,Rt porfa @MetroCDMX @MetrobusCDMX @I_mBlanca @OpEsMx @c5_cdmx https://t.co/0WLECdOlNC,,
129,07/Nov/2019,22:11:35,Rt porfa @MetroCDMX @MetrobusCDMX @I_mBlanca @OpEsMx @c5_cdmx https://t.co/0WLECdOlNC,,
130,07/Nov/2019,22:12:34,@VILLALVAZO13 @MetroCDMX @HMeridiano @AztecaNoticias @AztecaUno no es una persona normal🤦‍♂️,,
131,07/Nov/2019,22:13:00,Usuarios de la estación San Joaquin del @MetroCDMX  solicitan  a las autoridades del @GobCDMX presencia permanente de elementos de @SSP_CDMX  ya que por las noches se han incrementado los asaltos a usuarios a la salida de dicha estación https://t.co/OnLbShPhnC,linea7 ,Joaquin 
132,07/Nov/2019,22:13:02,@Denuncia_MH1 @MetroCDMX @GobCDMX @SSP_CDMX Pues que paso? No que vamos a la perfección en cuestión de seguridad y ambulantaje. https://t.co/KuxeCMfpTK,,
133,07/Nov/2019,22:17:20,"Éste piano es muy particular...
Se encuentra en la estación del @MetroCDMX Polanco, y se puede oír cada que pasa la gente, al transitar sobre las escaleras.
Además ayuda a fomentar el ejercicio diario. https://t.co/fAmGK7RMBg",linea7 ,Polanco 
134,07/Nov/2019,22:18:41,@VILLALVAZO13 @MetroCDMX @HMeridiano @AztecaNoticias @AztecaUno La representación en video de la 4T.,,
135,07/Nov/2019,22:19:17,@MetroCDMX en la estacion Pueblo san uuan de Aragón no hay policia por lo cuál dos jóvenes se saltaron el torniquete. Ojo ahí,,
136,07/Nov/2019,22:19:44,"NO le jueguen al #Tururú...

Un toque en la casa es de 110 voltios.
En el trabajo alcanza los 220.
Con cualquier de los dos, sientes morir.

En el @MetroCDMX, el “llegue” es de 750 voltios. ¡Te mata de una!

Detalles a las 2 en @HMeridiano @AztecaNoticias @AztecaUno https://t.co/EAwoSYM9Ir",2 ,
137,07/Nov/2019,22:20:01,"@MetroCDMX Gracias. 
Pero, se agradece más, manteniendo a los trenes, vías e instalaciones, en metro Juárez casi obscuro, en metro Hidalgo las escaleras eléctricas sin servir, de metro azteca a metro aragon requiere ⛑ pintura y pintar los logotipos de las salidas y entradas, etc",linea2 ,Hidalgo Hidalgo aragon 
138,07/Nov/2019,22:21:04,"¡Recuerda! La nueva Tarjeta de Movilidad Integrada de la ciudad tiene un costo de 5 pesos en taquillas del @MetroCDMX.

Más información 👉 https://t.co/iFn9miLPpf

#UnaCiudadUnSistema | #MásYMejorMovilidad https://t.co/4uOygoK4Co",5 ,
139,07/Nov/2019,22:21:25,"👇👇
@PGJDF_CDMX informó que el indice de robos en el @MetroCDMX ha disminuido más del 50% en comparación al año pasado. 

https://t.co/ECGJ44Vv0e",,
140,07/Nov/2019,22:21:49,"Oye @MetroCDMX porque la mayoría de sus taquilleras están de malas, acabo de comprar un boleto en la estación escuadrón 201 dirección garibaldi, y atienden de un modo pésimo, literal te avienta los boletos y el cambio. #HAZALGOMETROCDMX",linea8 ,garibaldi 
141,07/Nov/2019,22:23:05,"@MetroCDMX Yo los exhortó a que eduquen a sus taquilleras, siempre están de malas.",,
142,07/Nov/2019,22:26:38,"Éste piano es muy particular...
Se encuentra en la estación del @MetroCDMX Polanco, y se puede oír cada que pasa la gente, al transitar sobre las escaleras.
Además ayuda a fomentar el ejercicio diario. https://t.co/fAmGK7RMBg",linea7 ,Polanco 
143,07/Nov/2019,22:27:40,@atarashinamae @MetroCDMX @Claudiashein @GobCDMX @FirenzeM @OphCourse @LBallesterosM @MawSaldivar @almaldo2 @LuRiojas @lydiacachosi @Jacquie_LHoist @kdartigues Gracias.,,
144,07/Nov/2019,22:28:51,@MetroCDMX Lo que debería aumentar del 1000% es la eficiencia y reducción del 100% del nefasto sindicato,,
145,07/Nov/2019,22:29:07,No acaba el desincentivar la denuncia por parte de MP's  @Claudiashein @ErnestinaGodoy_ @PGJDF_CDMX @FirenzeM @MetroCDMX https://t.co/pN02W32ub7,,
146,07/Nov/2019,22:30:03,@VILLALVAZO13 @MetroCDMX @HMeridiano @AztecaNoticias @AztecaUno Está borracha o marihuana!!!,,
147,07/Nov/2019,22:30:46,@Claudiashein,,
148,07/Nov/2019,22:36:07,@MetroCDMX No se ven con frecuencia. Más allá de su permanencia en el área de torniquetes. ¿Ontán?,,
149,07/Nov/2019,22:36:40,"@MetroCDMX No se, pero que no la policía de la imagen, está impidiendo el libre cierre de puertas?? 🤔",,
150,07/Nov/2019,22:36:47,@VILLALVAZO13 @MetroCDMX @HMeridiano @AztecaNoticias @AztecaUno Seguro que nisiquiera la detuvieron a la ridícula!!,,
151,07/Nov/2019,22:37:04,@MetroCDMX ¿A poco?,,
152,07/Nov/2019,22:37:11,Usuarios de la estación San Joaquin del @MetroCDMX  solicitan  a las autoridades del @GobCDMX presencia permanente de elementos de @SSP_CDMX  ya que por las noches se han incrementado los asaltos a usuarios a la salida de dicha estación https://t.co/OnLbShPhnC,linea7 ,Joaquin 
153,07/Nov/2019,22:37:38,@MetroCDMX Hay metro no me avía percatado pero no son las fotos que te mande observa las que mande las bancas están encontradas y las que subiste están de espaldas,,
154,07/Nov/2019,22:37:57,El @MetroCDMX afirma que desde la llegada de la nueva Administración -11 meses- los delitos dentro del sistema de Transporte han bajado en 54.77%. ¿Son usuarios del Metro? cuéntennos qué opinan 👇🏼 https://t.co/MBqRUdJurg,,
155,07/Nov/2019,22:38:50,"NO le jueguen al #Tururú...

Un toque en la casa es de 110 voltios.
En el trabajo alcanza los 220.
Con cualquier de los dos, sientes morir.

En el @MetroCDMX, el “llegue” es de 750 voltios. ¡Te mata de una!

Detalles a las 2 en @HMeridiano @AztecaNoticias @AztecaUno https://t.co/EAwoSYM9Ir",2 ,
156,07/Nov/2019,22:40:28,@MetroCDMX No mames nunca los veo,,
157,07/Nov/2019,22:41:34,@VILLALVAZO13 @MetroCDMX @HMeridiano @AztecaNoticias @AztecaUno Esa noticia es vieja Villalvazo..,,
158,07/Nov/2019,22:41:34,"1/7 Anoche en el último metro del día tuvimos que enfrentar la prepotencia de los trabajadores del @MetroCDMX  invadiendo los espacios exclusivos. Antes de que llegara el metro, le informé al único guardia de la estación que el área exclusiva para mujeres estaba llena de hombres. https://t.co/sYkywQKSYO",,
159,07/Nov/2019,22:41:57,"La persecución al trabajo de los vagoneros debe cesar.

Con ese fin, acompañamos a los compañeros vagoneros al @Congreso_CdMex para exhortar a través de @JTrianaT a la @SeGobCDMX @SSP_CDMX y al @MetroCDMX a realizar mesas de diálogo.

Su trabajo debe regularse, no criminalizarse. https://t.co/Efbz8oyibF",,
160,07/Nov/2019,22:42:45,"🔵 Ante la política de “Cero Tolerancia” y la persecución de ‘vagoneros’ en el @MetroCDMX, @JTrianaT llamó a la @SeGobCDMX, @SSP_CDMX y a la titular de este Sistema de Transporte a realizar  Mesas de Diálogo para solucionar el conflicto. #SíHayDeOtra https://t.co/DfYczSE0qe",,
161,07/Nov/2019,22:44:11,"El conductor del tren del metro del vagón 2088. Toca el timbre de cierre de puertas e inmediatamente cierra las puertas quedando personas atrapadas en las mismas @MetroCDMX yo voy en este vagón y me lesionó mi pierna. 
@claudiashe dirección Pantitlán. 4:25 pm",4 ,
162,07/Nov/2019,22:45:48,Usuarios de la estación San Joaquin del @MetroCDMX  solicitan  a las autoridades del @GobCDMX presencia permanente de elementos de @SSP_CDMX  ya que por las noches se han incrementado los asaltos a usuarios a la salida de dicha estación https://t.co/OnLbShPhnC,linea7 ,Joaquin 
163,07/Nov/2019,22:45:58,@Denuncia_MH1 @MetroCDMX @GobCDMX @SSP_CDMX Pues que paso? No que vamos a la perfección en cuestión de seguridad y ambulantaje. https://t.co/KuxeCMfpTK,,
164,07/Nov/2019,22:45:59,@MetroCDMX @claudiashe No mames le pedí a una persona que accionara la palanca porque otra persona quedó atrapada. Mucha pinche prisa.,,
165,07/Nov/2019,22:46:06,@espinosamente @Congreso_CdMex @JTrianaT @SeGobCDMX @SSP_CDMX @MetroCDMX Deja de hacer pendejadas,,
166,07/Nov/2019,22:46:53,"¡Recuerda! La nueva Tarjeta de Movilidad Integrada de la ciudad tiene un costo de 5 pesos en taquillas del @MetroCDMX.

Más información 👉 https://t.co/iFn9miLPpf

#UnaCiudadUnSistema | #MásYMejorMovilidad https://t.co/4uOygoK4Co",5 ,
167,07/Nov/2019,22:46:57,@MetroCDMX @claudiashe Las pantallas por ende tienen otras otras horas registradas de llegada. Putos gastos de modernidad.,,
168,07/Nov/2019,22:47:44,"@espinosamente @JTrianaT @Congreso_CdMex @SeGobCDMX @SSP_CDMX @MetroCDMX Obstaculizan los pasillos y vagones, además de generar mucho ruido",,
169,07/Nov/2019,22:48:19,@MetroCDMX #Linea2 Vagon 2211 se viene meneando https://t.co/ofbbXCYcSq,Linea2 ,
170,07/Nov/2019,22:49:02,@chacmolcajete @MetroCDMX Te invitamos a jalar la palanca de emergencia,,
171,07/Nov/2019,22:49:46,@MetroCDMX @Hackaqa Otra en #Linea2 https://t.co/42EUsKwaSv,Linea2 ,
172,07/Nov/2019,22:50:20,"El arte está en todas partes, a todas horas... por ejemplo, en el @MetroCDMX  https://t.co/h3XIawH2oI
#KeithHaring #Art101 en vivo por https://t.co/qbqVDjWOYc",,
173,07/Nov/2019,22:50:35,@pozospaco @JTrianaT @Congreso_CdMex @SeGobCDMX @SSP_CDMX @MetroCDMX Por eso proponemos regulación de su trabajo.,,
174,07/Nov/2019,22:50:44,@MetroCDMX @iizelii La misma repuesta de siempre,,
175,07/Nov/2019,22:51:10,@MetroCDMX De los cuales el 90% NO hace su trabajo.,,
176,07/Nov/2019,22:53:29,"La persecución al trabajo de los vagoneros debe cesar.

Con ese fin, acompañamos a los compañeros vagoneros al @Congreso_CdMex para exhortar a través de @JTrianaT a la @SeGobCDMX @SSP_CDMX y al @MetroCDMX a realizar mesas de diálogo.

Su trabajo debe regularse, no criminalizarse. https://t.co/Efbz8oyibF",,
177,07/Nov/2019,22:55:30,@MetroCDMX https://t.co/RzkH0f2xM7,,
178,07/Nov/2019,22:55:44,"No sé si reírme, encabronarme o llorar.
”Llegar tarde"" ¿Es neta?
Amigas nunca dejen de tener sororidad entre ustedes, los espacios ganados no pueden perderse por un ""Voy a llegar tarde"" 🙄",,
179,07/Nov/2019,22:57:01,"La persecución al trabajo de los vagoneros debe cesar.

Con ese fin, acompañamos a los compañeros vagoneros al @Congreso_CdMex para exhortar a través de @JTrianaT a la @SeGobCDMX @SSP_CDMX y al @MetroCDMX a realizar mesas de diálogo.

Su trabajo debe regularse, no criminalizarse. https://t.co/Efbz8oyibF",,
180,07/Nov/2019,22:57:49,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
181,07/Nov/2019,22:59:32,@MetroCDMX #Linea3 tomando y tirando basura alas vias luego porque hay retrasos https://t.co/8LeTmrXBSD,Linea3 ,
182,07/Nov/2019,22:59:55,"Hola, para el sábado podremos ingresar al metro con bicicletas por el paseo nocturno? @MetroCDMX",,
183,07/Nov/2019,23:00:27,La @PGJDF_CDMX anunció que el robo a pasajeros en el @MetroCDMX se redujo un 55 por ciento en los últimos 11 meses 👉 https://t.co/gkQU6zpQYe https://t.co/U4Jau9Lgmf,,
184,07/Nov/2019,23:02:26,"@espinosamente @JTrianaT @Congreso_CdMex @SeGobCDMX @SSP_CDMX @MetroCDMX Pues en alguna plaza externa estaría bien, el metro es medio de transporte sobresaturado, no un tianguis sobre ruedas",,
185,07/Nov/2019,23:03:53,"@MetroCDMX Tan preparados que se dejan gritonear por los vendedores,será cosa de la 4T y solo les permiten dar besos y abrazos?.",,
186,07/Nov/2019,23:04:04,"🔵 Ante la política de “Cero Tolerancia” y la persecución de ‘vagoneros’ en el @MetroCDMX, @JTrianaT llamó a la @SeGobCDMX, @SSP_CDMX y a la titular de este Sistema de Transporte a realizar  Mesas de Diálogo para solucionar el conflicto. #SíHayDeOtra https://t.co/DfYczSE0qe",,
187,07/Nov/2019,23:04:26,@GobCDMX @MetroCDMX Pues la delincuencia va un paso adelante https://t.co/z6sEg87gnk,,
188,07/Nov/2019,23:04:52,"Ojo aquí @LaSEMOVI @vigimovicdmx @SeMujeresCDMX @GobCDMX, ¿qué pasó con la nueva campaña para promover los espacios seguros para mujeres en el transporte público? ¿Ya ven que los nuevos anuncios sirven de poco (o de nada) si no hay una infraestructura para reforzarlos? https://t.co/RF4hgCwZuW",,
189,07/Nov/2019,23:05:20,"¡Te presentamos la nueva Tarjeta de Movilidad Integrada de la ciudad!

Con ella, podrás ingresar a @MetroCDMX, @CablebusCDMX, @MetrobusCDMX, @ecobici, @STE_CDMX, @RTP_CiudadDeMex. 

👉https://t.co/iFn9miLPpf

#MásYMejorMovilidad | #UnaCiudadUnSistema | #MICDMX https://t.co/pUryc9T8Tv",,
190,07/Nov/2019,23:08:19,"MÍRENME MÍRENME, estoy vaciando alcohol en un termo para que nadie se de cuenta que lo estoy tomando en el metro.",,
191,07/Nov/2019,23:11:29,"La diputada @espevillal solicita a la @SGIRPC_CDMX, @MetroCDMX, @SOBSECDMX, realicen las diligencias pertinentes para dictaminar el estado de las escalinatas de acceso a la estación del metro Peñón Viejo y determinar si son seguras y proyecte su rehabilitación o reconstrucción. https://t.co/vAM1EPevOi",lineaA ,Viejo 
192,06/Nov/2019,22:05:51,@MetroCDMX Dígaselo a @SSP_CDMX que deja subir a cualquiera con el pretexto que no pueden hacer nada,,
193,06/Nov/2019,22:06:45,@2ruedasdiario @MetroCDMX Usa el de la #Linea12,Linea12 ,
194,06/Nov/2019,22:08:30,@MetroCDMX que onda  con esto. De pena ajena. https://t.co/MBoLXC4LSD,,
195,06/Nov/2019,22:08:35,#HéroesSinCapa | Rescatan a perrito en el @MetroCDMX Nopalera; llevaba 4 días atrapado 😲 ➡️ https://t.co/UMtu1MoUPH https://t.co/XwgH9KJiwL,4 ,Nopalera 
196,06/Nov/2019,22:09:36,@MetroCDMXQuejas @MetroCDMX @Claudiashein No sabía que ella pone todo eso.... a qué hora te da chance de hacer todo eso @Claudiashein ?!,,
197,06/Nov/2019,22:09:55,"@MetroCDMX Ambulantes en la #Linea2 como siempre @Claudiashein 

#Cortesia @briandlcbrown https://t.co/vltb4zwITM",Linea2 ,
198,06/Nov/2019,22:10:20,Hoy sí te aplicaste @MetroCDMX,,
199,06/Nov/2019,22:11:13,@mascarasangrada @MetroCDMXQuejas @MetroCDMX @Claudiashein Por dinero NADA es imposible en México no lo olvides,,
200,06/Nov/2019,22:12:54,@MetroCDMX ¿Y cómo llegó el perro a ese lugar? 🤔 Felicidades por rescatarlo...,,
201,06/Nov/2019,22:12:59,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
202,06/Nov/2019,22:13:06,@MetroCDMX Hay que que asta por un cayó en el pie quiere usarlo y como vamos a usar el elevador si siguen blokeados,,
203,06/Nov/2019,22:13:08,"@MetroCDMXQuejas @SSP_CDMX @MetroCDMX Los PBI de la estación Zapata están coludidos con los que ""bolsean"" me detuvieron a mi siendo yo la víctima y me golpearon todo el trayecto de Zapata a Guerrero",linea3 ,Zapata Zapata Guerrero Guerrero Zapata Zapata 
204,06/Nov/2019,22:14:46,"@MetroCDMX que onda??
En la línea A hay unos niños arrastrándose pidiendo dinero, siento pena por los niños pero no es posible que los permitan estar dentro del stc, fomentan a que cada vez haya más explotación infantil.A la niña le preguntaron donde está su mamá,Ni siquiera está",linea3 ,niños niños 
205,06/Nov/2019,22:18:20,Auxiliooo hay humo en mi vagón  @MetroCDMX !!!,,
206,06/Nov/2019,22:18:44,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
207,06/Nov/2019,22:19:34,@LetyVarela @MetroCDMX @hogarluwina @_PatriciaAnaya @PrrosPerdidosMX Cómo llegaría ahí?,,
208,06/Nov/2019,22:19:47,"Oye @Claudiashein nos harías un parote si nos pones el @MetroCDMX hasta las 3 am los días del @CoronaCapital 
Hay chance?",3 ,
209,06/Nov/2019,22:20:27,"@MetroCDMX
¿A los despachadores de boletos no les enseñan: Buenos días, Buenas tardes, Buenas noches?

¡Parece que los tienen a huevo!!",,
210,06/Nov/2019,22:21:13,"El @MetroCDMX firmó un convenio para el fortalecimiento del Sistema de Educación Dual, con el Instituto Tecnológico de Iztapalapa. Igualmente, presentó el Boleto Conmemorativo al 10° Aniversario del plantel. Entérate: https://t.co/8xZKUKRa8w https://t.co/lKqt3Evj5G",,
211,06/Nov/2019,22:21:34,@MetroCDMX La pregunta del millón  ¿cómo llego el perro ahí?,,
212,06/Nov/2019,22:21:40,"Ceremonia Del Décimo Aniversario Del Instituto Tecnologíco De Iztapalapa #aniversario #rumba
@TecNMOficial @itiztapalapa 
@MQuinteroq 
@MetroCDMX https://t.co/leuXkFTFX4",linea8 ,Iztapalapa 
213,06/Nov/2019,22:22:05,@StonerJules @SSP_CDMX @MetroCDMX @MetroCDMX Esto es difamación y estamos dispuestos a seguir el proceso legal para este incidente ya que @StonerJules fue quien agredió a mi madre siendo una persona enferma y quien requirió asistencia médica después de este echo violento hacia las mujeres.,,
214,06/Nov/2019,22:22:38,@MetroCDMX Esos pinches perros que vuelan se están convirtiendo en una plaga,,
215,06/Nov/2019,22:23:19,Auxiliooo hay humo en mi vagón  @MetroCDMX !!!,,
216,06/Nov/2019,22:24:24,@StonerJules @SSP_CDMX @MetroCDMX Esta fue una agresión directa hacia las mujeres @MetroCDMX  @SP_CDMX  ya que sin la intervención de los elementos de seguridad esto hubiera terminado en una tragedia.,,
217,06/Nov/2019,22:24:36,"@MetroCDMX que pasa con el metro estacion guerrero,hay mucho humo.",linea3 ,guerrero guerrero 
218,06/Nov/2019,22:24:42,@MetroCDMX Porque esta parada la línea 3 hijos de la chingada ya son 10 min. Pendejos,3 ,
219,06/Nov/2019,22:24:46,No mams el @MetroCDMX cualquier estación cualquier hora.,,
220,06/Nov/2019,22:26:54,@LxsDelAquelarre @MetroCDMX @MetrobusCDMX @GobCDMX Callen se malditas perras feministas,,
221,06/Nov/2019,22:27:13,Qué carajos les pasa? 🤯🤦🏽‍♀️,,
222,06/Nov/2019,22:27:57,"@StonerJules @MetroCDMX @SSP_CDMX @CiroGomezL @YuririaSierra pedimos se investigue este caso ya que fue una agresión directa a una mujer de 50 años diabetica quien amenazó frente a más usuarios y ahora nos está difamando, seguiremos el proceso legal.",,
223,06/Nov/2019,22:28:08,@MetroCDMX Hola. Recién adquirí en la taquilla del metro una de las nuevas tarjetas (con recarga incluida) y al momento de querer pasarla me aparece que no tiene dinero. Y no me quisieron regresar mi dinero. 🙄🙁 A dónde puedo acudir para que se active mi tarjeta?,,
224,06/Nov/2019,22:28:23,@MetroCDMX  se cayó una lámpara en en vagón con No. 1686 https://t.co/VF4gBN0lE9,,
225,06/Nov/2019,22:30:43,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
226,06/Nov/2019,22:30:48,"@MetroCDMX se cayó una lámpara del vagón con serie N 1586 
Está en éste momento en estación Mixiuhca dirección Pantitlán. https://t.co/7luCMV3YQM",linea9 ,Mixiuhca 
227,06/Nov/2019,22:33:30,@Lue_Axolotlgirl @MetroCDMX también ando en el metro,,
228,06/Nov/2019,22:35:38,"@Supervivencia9 @MetroCDMX El detalle está en quien carambas los recluta para pertenecer al @MetroCDMX  y lo peor es no dotarlos de EPP y una previa capacitación de que hacer en caso de las diversas necesidades que conlleva estar en el metro, saludos.",,
229,06/Nov/2019,22:37:09,"@FirenzeM @MetroCDMX  en serio neta 😠😠que onda con las escaleras eléctricas por qué no las arreglan ,estás ya tienen más de 1 mes #linea2 #Hidalgo o están ahorrando ? https://t.co/zc1MZEEaiA",1 linea2 ,Hidalgo Hidalgo 
230,06/Nov/2019,22:37:22,Agradecer su atencion ! @Claudiashein @MetroCDMX @AristeguiOnline,,
231,06/Nov/2019,22:38:58,"@MetroCDMX @Claudiashein @FirenzeM Aguas Gobierno, la corrupción en las recargas de tarjetas sigue y ahora en las de Movilidad https://t.co/K4K2FbahzM",,
232,06/Nov/2019,22:39:15,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
233,06/Nov/2019,22:40:34,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
234,06/Nov/2019,22:40:45,@Lue_Axolotlgirl @MetroCDMX Foto...,,
235,06/Nov/2019,22:41:08,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
236,06/Nov/2019,22:41:13,"@e_lima_e @DCDIC_CDMX @andreslajous @ferif_ Te compartimos esta información 👇
https://t.co/FljeQU4OS0",,
237,06/Nov/2019,22:41:25,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
238,06/Nov/2019,22:41:46,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
239,06/Nov/2019,22:43:29,Bravo! Graias por su gran trabajo @MetroCDMX,,
240,06/Nov/2019,22:43:30,No mams el @MetroCDMX cualquier estación cualquier hora. https://t.co/WT3vMJDVNi,,
241,06/Nov/2019,22:43:55,"@MetroCDMX @CiroGomezL @YuririaSierra
Esta persona nos agredió en el metro zapata y quien directamente agredió verbalmente y de golpes a mi madre de 50 años quien es diabetica y ahora nos está difamando vía redes sociales y estamos dispuesto a hacer el proceso legal. https://t.co/x4gkneCmV5",linea3 ,zapata zapata 
242,06/Nov/2019,22:45:27,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
243,06/Nov/2019,22:46:04,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
244,06/Nov/2019,22:46:14,"Ojalá me hagas caso y atiendas esta queja. @Claudiashein Falta mucha iluminación cerca de la estación del @MetrobusCDMX campo marte. Dirección centro. Desde periférico hasta la estación auditorio del @MetroCDMX Tenemos que caminar con mucho cuidado, no se ve nada.",,
245,06/Nov/2019,22:46:36,"@MetroCDMX  no entiendo para qué vienen dos policías ""cuidando"" el espacio exclusivo si sólo van a venir chateando. https://t.co/dm9CRPY9nL",,
246,06/Nov/2019,22:46:53,"Ayer personal a bordo de la unidad especial de rescate del @MetroCDMX rescató a un perro, bien por ellos 

Lo malo, no tienen ni idea de cómo realizar este tipo de maniobras 

Ven como si les URGE capacitación! 

👇🏼 https://t.co/eg8pg8upo5",,
247,06/Nov/2019,22:47:17,"@MetroCDMX Muy bien! Ahora pueden arreglar las escaleras eléctricas de la estación parque de los venados, dirección a Tlahuac? Llevan más de dos semanas sin funcionar!",linea12 ,venados Tlahuac 
248,06/Nov/2019,22:47:59,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
249,06/Nov/2019,22:48:24,¿Cuántas veces tendré que twittear que las escaleras eléctricas del #copilco #L3 no funcionan? Desde agosto a lo que va de noviembre fácil funcionaron semana y media. @MetroCDMX,L3 ,copilco 
250,06/Nov/2019,22:48:56,"Día 17
@MetroCDMX podrían por favor explicarme a qué se debe que sus conductores frenen de forma tan agresiva, inclusive cuando ya llegamos a la estación, ocasionando accidentes dentro del vagón? Estoy seguro que hay una explicación lógica.",,
251,06/Nov/2019,22:49:19,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
252,06/Nov/2019,22:50:03,"@MetroCDMX ¿Y la música en la estación#Juanacatlan ? Yo la agradecía. Metro chilango, te quiero, pero te quiero querer más.",,
253,06/Nov/2019,22:51:35,"¿Y esto @MetroCDMX ?
Es en la #L1 vagón 1934",L1 ,
254,06/Nov/2019,22:53:39,"¿Y esto @MetroCDMX ? 
Está en la #L1 vagón 1934 https://t.co/fcrCLX8y8O",L1 ,
255,06/Nov/2019,22:54:00,@MetroCDMX favor de hacer reporte. El conductor viene dando unos enfrenones. Vagón 2283 línea rosa ahora De  Isabel a pino Suárez,rosa ,Isabel pino pino 
