,date,hour,tweet,linea,estacion
256,06/Nov/2019,22:54:12,"En la Línea 1 del @MetroCDMX, se están realizando pruebas de los nuevos trenes que circularán desde Pantitlán a Observatorio.
Son unidades que se ven 👌 y ayudarán a reducir tiempos en los trayectos. ¡Enhorabuena! 🚇 https://t.co/MzZKzXU33o",1 ,
257,06/Nov/2019,22:55:11,"@MetroCDMX @SinlineaMx Y la,seguridad,la venta informal, los retrazos, la fallas la limpieza, quieren ocuparse de lo importante por favor",,
258,06/Nov/2019,22:55:23,@MetroCDMX persona en evidente estado de ebriedad en la línea 2 llegando a la estación zócalo,2 ,
259,06/Nov/2019,22:55:37,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
260,06/Nov/2019,22:56:28,"@StonerJules @MetroCDMX @SSP_CDMX Que verguenza que no asumas tu responsabilidad y quieras culpar a esas personas de tus estupideces.
esas personas que tú mencionas que te ""bolsearon"" es una difamación, y por lo que sé esas personas accedieron sin ningún problema en ser revisadas.
Que poca de tu parte.",,
261,06/Nov/2019,22:56:51,@angievelare @MetroCDMX Podría decir el número del vagón para que el @MetroCDMX  encuentre ala persona mencionada,,
262,06/Nov/2019,22:57:44,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
263,06/Nov/2019,22:58:00,@MetroCDMX  el tren ya necesita mantenimiento,,
264,06/Nov/2019,22:58:17,Esa rata no tiene cara de menor de edad no se dejen engañar,,
265,06/Nov/2019,22:58:53,@StonerJules @chucho_camarena @MetroCDMX @SSP_CDMX Porque tú empezaste el problema,,
266,06/Nov/2019,22:59:05,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
267,06/Nov/2019,22:59:16,@c_falafel @MetroCDMX Que número de vagon es?,,
268,06/Nov/2019,23:00:56,"@Supervivencia9 @MetroCDMX El detalle está en quien carambas los recluta para pertenecer al @MetroCDMX  y lo peor es no dotarlos de EPP y una previa capacitación de que hacer en caso de las diversas necesidades que conlleva estar en el metro, saludos.",,
269,06/Nov/2019,23:01:51,@MoLejac @FirenzeM @MetroCDMX Es una estrategia del @MetroCDMX  para que hagan ejercicio,,
270,06/Nov/2019,23:02:43,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
271,06/Nov/2019,23:03:08,"@GabrielSanMx @Supervivencia9 @MetroCDMX ""Orita rápido lo bajamos""",,
272,06/Nov/2019,23:03:09,Que mala onda que ahora ese tipo de la foto se haga la victima después de agredir a una señora de 50 años,,
273,06/Nov/2019,23:04:19,@UCS_GCDMX @StonerJules @MetroCDMX @SSP_CDMX @UCS_GCDMX esta persona @StonerJules fue quien nos agredió y amenazó a una persona mayor y enferma y estamos dispuestos a seguir el proceso legal ya que la seguridad del metro intervino por que estaba empujando a mi madre de 50 años.,,
274,06/Nov/2019,23:04:50,"@StonerJules @SSP_CDMX @MetroCDMX Puedes ponerte en contacto con @UCS_GCDMX en lass líneas de contacto telefónico las 24 horas, 52087445, 55118383 y 55118384 donde nos puede ampliar información. #AsuntosInternos",,
275,06/Nov/2019,23:05:07,@lasillarota @MetroCDMX 👏👏👏👏😘🐶,,
276,06/Nov/2019,23:05:21,@MetroCDMX pinches perros ya son una plaga igual que las ratas y ratones,,
277,06/Nov/2019,23:05:43,"@MikeSoto97 @MetroCDMX 😂🤣😅 Tu lo haz dicho. Algo del mas alla. Todo lo que se hace por un lugar. Pero bueno es una mujer  mayor, que no se informa, todavía pasa, pero los jóvenes haciendo eso. No hay perdón.",,
278,06/Nov/2019,23:06:13,@MetroCDMX Gracias totales!!!,,
279,06/Nov/2019,23:06:23,@Unibloo @MetroCDMX No pude ya. En la segunda estación se disipó,,
280,06/Nov/2019,23:06:54,@MetroCDMX  haber si pones a @UCS_GCDMX  a trabajar no que @SSP_CDMX en lugar de ayudar solo golpea alas victimas,,
281,06/Nov/2019,23:07:55,@ivanhdezjah @UCS_GCDMX @StonerJules @MetroCDMX @SSP_CDMX Ya tienes reportes de por robar en las instalaciones del @MetroCDMX,,
282,06/Nov/2019,23:07:57,@MetroCDMX Que buenas acciones!!,,
283,06/Nov/2019,23:08:22,"@MikeSoto97 @MetroCDMX Muchas mujeres ya se la saben, si me voy en el carro asignado donde me corresponde, esta claro que ninguna mujer se pondrá, de pie para darme el lugar. Si me voy a meter con los hombres ya habrá uno o varios qué me darán el lugar y así podré revisar el face. Muy sencillo.",,
284,06/Nov/2019,23:09:17,@ivanhdezjah @StonerJules @MetroCDMX @SSP_CDMX @CiroGomezL @YuririaSierra Eres culpable hasta que demuestre lo contrario,,
285,06/Nov/2019,23:09:18,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
286,06/Nov/2019,23:16:22,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
287,06/Nov/2019,23:17:22,@MetroCDMX @LATREMENDAKORTE Mira @Yesamin65184189 !!!,,
288,06/Nov/2019,23:17:46,@MetroCDMX @LATREMENDAKORTE No seas mamón ... Y uno acá en Balderas!!! Jajajajajaja,linea1 ,Balderas Balderas 
289,06/Nov/2019,23:18:27,Así fue como me dejaron los elementos de PBI que según yo pertenecen a la @SSP_CDMX dentro de las instalaciones del @MetroCDMX ellos saben bien dónde no hay cámaras y pueden abusar de su autoridad https://t.co/M1OinTpOO4,,
290,06/Nov/2019,23:19:11,"@GabrielSanMx @Supervivencia9 @MetroCDMX ""Orita rápido lo bajamos""",,
291,06/Nov/2019,23:20:08,"@MetroCDMX Y si el conductor de la linea 1, deja de revisar su celular un rato, no le va a pasar nada. Y conduce para que lleguemos a nuestro destino, esto en dirección Observatorio
Gracias por su atención",1 ,Observatorio 
292,06/Nov/2019,23:20:57,"El Sindicato Nacional de Trabajadores del Sistema de Transporte Colectivo @MetroCDMX, encabezado por el Ing. Fernando Espino Arévalo montó estas ofrendas en la Glorieta del Metro Insurgentes. 
Te mostramos  las ganadoras. #DiaDeMuertos https://t.co/KDdurA4vz1",,
293,06/Nov/2019,23:21:26,@CampanitaRocha @Supervivencia9 @MetroCDMX https://t.co/owWU50S2E9,,
294,06/Nov/2019,23:21:33,"Personal de Protección Civil y Seguridad Institucional del @MetroCDMX rescató hoy al medio día a un can atrapado en el exterior del cajón de vías de la estación Nopalera, en el tramo elevado de la Línea 12.

#UnoNoticias https://t.co/MCdbNQl4ii",linea12 ,Nopalera 
295,06/Nov/2019,23:22:02,"@Supervivencia9 @MetroCDMX El detalle está en quien carambas los recluta para pertenecer al @MetroCDMX  y lo peor es no dotarlos de EPP y una previa capacitación de que hacer en caso de las diversas necesidades que conlleva estar en el metro, saludos.",,
296,06/Nov/2019,23:23:23,@GabrielSanMx @Supervivencia9 @MetroCDMX JAJAJAJAJAJA,,
297,06/Nov/2019,23:23:45,@MetroCDMX  que onda? Hay vendedores ambulantes en los vagones linea 3 indios verdes universidad,3 ,indios verdes universidad 
298,06/Nov/2019,23:24:29,"@MetroCDMX Sigo insistiendo, si el conductor dejara de revisar su celular para conducir, que eficiente sería el transporte. No creo que le vaya a pasar algo, si no revisa su celalar durante media hora o si? 😱",,
299,06/Nov/2019,23:24:40,@MetroCDMX @SinlineaMx K bien,,
300,06/Nov/2019,23:25:55,@MetroCDMX Me pregunto cómo llego ese animalito ahí,,
301,06/Nov/2019,23:26:08,Vas al trabajo y te encuentras a @LATREMENDAKORTE en el @MetroCDMX #CuatroCaminos. 😎🎤🎷🎸🎶. Buen aliviane semanal. https://t.co/4AvfAyOIJE,,
302,06/Nov/2019,23:26:42,"En la estación Autobuses del Norte línea 5 del @MetroCDMX un usuario fue golpeado y robado por varias personas, le quitaron su teléfono, su mochila y le provocaron una fractura en el pie derecho, @SSP_CDMX de la estación detuvo a un joven menor de edad quien participó en el robo. https://t.co/qfWJT05BFy",linea4 5 ,Norte Autobuses 
303,06/Nov/2019,23:26:45,"Personal de Protección Civil y Seguridad Institucional del @MetroCDMX rescató hoy al medio día a un can atrapado en el exterior del cajón de vías de la estación Nopalera, en el tramo elevado de la #Línea12 https://t.co/J0KLBwEbgz",Línea12 ,Nopalera 
304,06/Nov/2019,23:27:17,Que bonito el @MetroCDMX https://t.co/lG5lrrWJK1,,
305,06/Nov/2019,23:28:49,@MetroCDMXQuejas @UCS_GCDMX @StonerJules @MetroCDMX @SSP_CDMX Estamos dispuestos a seguir el proceso legal ya que fue el quien agredió a mi madre y podemos presentar la información que nos dieron por su estado de salud.,,
306,06/Nov/2019,23:30:16,Que bonito el @MetroCDMX https://t.co/lG5lrrWJK1,,
307,06/Nov/2019,23:33:23,"La red de #MICDMX permitirá el acceso con bicis 🚇🚎
@MetroCDMX y @MetrobusCDMX  a partir de las 17:00
@STE_CDMX a partir de las 18:00
@ecobici dará el doble de tiempo. Si aún no están inscritos, el 8 y 9 podrán registrarse y al recoger su membresía recibirán un llavero de regalo",8 9 ,
308,06/Nov/2019,23:33:59,@StonerJules @SSP_CDMX @MetroCDMX Acusados con su mamá 🤣,,
309,06/Nov/2019,23:34:43,"La red de #MICDMX permitirá el acceso con bicis 🚇🚎
@MetroCDMX y @MetrobusCDMX  a partir de las 17:00
@STE_CDMX a partir de las 18:00
@ecobici dará el doble de tiempo. Si aún no están inscritos, el 8 y 9 podrán registrarse y al recoger su membresía recibirán un llavero de regalo https://t.co/dXQLwIa1Sh",8 9 ,
310,06/Nov/2019,23:36:46,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
311,07/Nov/2019,00:28:39,@MetroCDMX Parada línea 9 en Lazaro Cárdenas,linea1 9 ,Lazaro Lazaro Lazaro 
312,07/Nov/2019,00:28:48,@nenalidis @MetroCDMX @nenalidis Te invitamos a jalar la palanca,,
313,07/Nov/2019,00:28:54,"@Alexgenial15 @MetroCDMX Que indignante xD
Defiendete!! Di que eres menor de edad y hazla de a pedo!",,
314,07/Nov/2019,00:29:14,@MetroCDMX  para cuando,,
315,07/Nov/2019,00:29:44,"@MetroCDMX Totalmente falso, línea 9 parada",9 ,
316,07/Nov/2019,00:29:57,"Si asistes al Paseo Nocturno en Bicicleta este 9 de noviembre ¡te tenemos una buena noticia!

🔸Accede al @MetroCDMX con tu bici a partir de las 17:00 h hasta finalizar el servicio

🔸Accede a @MetrobusCDMX todo el día, a excepción de 12:00 a 17:00 h

Excelente servicio⭐⭐⭐⭐⭐ https://t.co/S8xczsgyzI",9 12 ,
317,07/Nov/2019,00:30:06,@MetroCDMXQuejas @MetroCDMX Lleva años así.,,
318,07/Nov/2019,00:32:36,Ya no lleguaré a @irresponsabletv  😞,,
319,07/Nov/2019,00:33:45,"Oye @MetroCDMX este Niño viaja solo en el sistema y empuja a la gente, se sentó el piso, patentado personas #l9 centro médico dirección Pantitlán https://t.co/f6jkoQYnY3",linea3 l9 ,centro centro 
320,07/Nov/2019,00:34:21,@marconinio @MetroCDMX Espero siga así que ya voy llegando,,
321,07/Nov/2019,00:35:06,"Personal de Protección Civil y Seguridad Institucional del @MetroCDMX rescató hoy al medio día a un can atrapado en el exterior del cajón de vías de la estación Nopalera, en el tramo elevado de la Línea 12.

#UnoNoticias https://t.co/MCdbNQl4ii",linea12 ,Nopalera 
322,07/Nov/2019,00:35:46,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos?",linea3 ,niños 
323,07/Nov/2019,00:36:01,@MetroCDMX Hola la linea 7 dirección el rosario que tal esta?,linea6 7 ,rosario rosario 
324,07/Nov/2019,00:36:07,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
325,07/Nov/2019,00:36:14,@MetrobusCDMX @MetroCDMX personas así hay todos los días y todavía voltea a ver a la señora q trae bastón! https://t.co/U3XAI7JYwR,,
326,07/Nov/2019,00:36:53,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
327,07/Nov/2019,00:37:31,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
328,07/Nov/2019,00:38:36,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
329,07/Nov/2019,00:38:59,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
330,07/Nov/2019,00:39:06,"Si asistes al Paseo Nocturno en Bicicleta este 9 de noviembre ¡te tenemos una buena noticia!

🔸Accede al @MetroCDMX con tu bici a partir de las 17:00 h hasta finalizar el servicio

🔸Accede a @MetrobusCDMX todo el día, a excepción de 12:00 a 17:00 h

Excelente servicio⭐⭐⭐⭐⭐ https://t.co/S8xczsgyzI",9 12 ,
331,07/Nov/2019,00:39:14,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
332,07/Nov/2019,00:39:18,Bravo héroes!! Difundamos lo bueno también!,,
333,07/Nov/2019,00:39:38,Bravo héroes!! Difundamos lo bueno también! https://t.co/chvNldIwFo,,
334,07/Nov/2019,00:40:29,"Si asistes al Paseo Nocturno en Bicicleta este 9 de noviembre ¡te tenemos una buena noticia!

🔸Accede al @MetroCDMX con tu bici a partir de las 17:00 h hasta finalizar el servicio

🔸Accede a @MetrobusCDMX todo el día, a excepción de 12:00 a 17:00 h

Excelente servicio⭐⭐⭐⭐⭐ https://t.co/S8xczsgyzI",9 12 ,
335,07/Nov/2019,00:41:01,"Acaba de pasar algo horrible en el @MetroCDMX , les cuento ...",,
336,07/Nov/2019,00:41:02,"@nayelba @MetroCDMX Gracias por su reporte, se da aviso al área encargada de los elementos de seguridad para su atención inmediata. Buena noche.",,
337,07/Nov/2019,00:41:23,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
338,07/Nov/2019,00:41:55,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
339,07/Nov/2019,00:42:05,@ALINE26HERRERA @OficialEnLaMira @MetroCDMX No?,,
340,07/Nov/2019,00:42:10,¿Algún chilango decidió adornar con sus entrañas un convoy del @MetroCDMX?,,
341,07/Nov/2019,00:42:52,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
342,07/Nov/2019,00:42:57,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
343,07/Nov/2019,00:42:57,@CarlosOscura @OficialEnLaMira @MetroCDMX https://t.co/eewDs6RXCX,,
344,07/Nov/2019,00:43:07,@CarlosOscura @OficialEnLaMira @MetroCDMX Jajaja,,
345,07/Nov/2019,00:43:38,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
346,07/Nov/2019,00:43:48,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
347,07/Nov/2019,00:47:52,"@MetroCDMX dos mujeres vendiendo boletos frente a taquillas de metro toreo, que pasa ahí?",,
348,07/Nov/2019,00:48:29,"Si asistes al Paseo Nocturno en Bicicleta este 9 de noviembre ¡te tenemos una buena noticia!

🔸Accede al @MetroCDMX con tu bici a partir de las 17:00 h hasta finalizar el servicio

🔸Accede a @MetrobusCDMX todo el día, a excepción de 12:00 a 17:00 h

Excelente servicio⭐⭐⭐⭐⭐ https://t.co/S8xczsgyzI",9 12 ,
349,07/Nov/2019,00:48:40,"@MetroCDMX para cuándo más ""vigilantes de andén"" en la Línea 9?? los hombres siguen sin respetar los espacios de mujeres!!!",,
350,07/Nov/2019,00:48:58,"@MetroCDMX sera posible esto, parece un trabajador del metro. https://t.co/GxHnyeVjMm",,
351,07/Nov/2019,00:49:30,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
352,07/Nov/2019,00:50:09,"@MetroCDMX sera cierto, tarjeta del metro paea dos años sin pagar mas. https://t.co/HsHQvkI7dZ",,
353,07/Nov/2019,00:50:27,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
354,07/Nov/2019,00:50:30,"No se encabrone, Señora, el empujón a su pinche escuincle es parte del curso ""Aprendiendo a bajar escaleras en hora pico en el #MetroCDMX"" @MetroCDMX",,
355,07/Nov/2019,00:50:46,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
356,07/Nov/2019,00:51:24,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
357,07/Nov/2019,00:51:45,"Me cagas, te odio, te detesto @MetroCDMX @MetrobusCDMX @GobCDMX 
Pinche inútil @Claudiashein",,
358,07/Nov/2019,00:52:21,"@MetroCDMX Gerardo Luevano Jefe de estación Polanco, perdón déspota y prepotente, cambiarlo por  favor",linea7 ,Polanco 
359,07/Nov/2019,00:53:13,@MetroCDMX @VlankaVera @metrosinambu Pero si fue enfrente del policía @MetroCDMX No mames,,
360,07/Nov/2019,00:53:28,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
361,07/Nov/2019,00:53:40,"@MetroCDMX @VlankaVera @metrosinambu Que pasa en Tacubaya, 10 minutos y no llega el tren, mientras, hay más y más gente",linea1 ,Tacubaya Tacubaya Tacubaya 
362,07/Nov/2019,00:54:03,"@MetroCDMX me harían el favor de no estarse parando en cada estación, esta ves no esta lloviendo, yo estoy embarazada y me urge llegar a casa porque aquí no hay baño si entienden!!! Por favor",,
363,07/Nov/2019,00:54:05,"@MetroCDMX hay tres personas en la línea 5, dirección Pantitlán tomando y pidiendo dinero. Estan amedrentando a los usuarios para que les demos dinero. Vamos camino a Oceanía, en último vagón. ¿De qué se trata? ¿Que les demos lo que nos cuesta mucho ganar?",5 ,
364,07/Nov/2019,00:54:19,"@MetroCDMX pésima la atención de sus taquilleras, que según no tienen cambio y además te hablan de forma muy grosera.",,
365,07/Nov/2019,00:54:22,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
366,07/Nov/2019,00:54:30,¿Donde vergas me quejo del pinche @MetroCDMX? 🤬,,
367,07/Nov/2019,00:55:30,@MetroCDMX Qué tal Pantitlán línea A,,
368,07/Nov/2019,00:55:34,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
369,07/Nov/2019,00:55:38,¿Donde vergas me quejo del @MetroCDMX?🤬,,
370,07/Nov/2019,00:55:50,@Carolbidi @MetroCDMX En que vagon y línea fue?,,
371,07/Nov/2019,00:56:02,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
372,07/Nov/2019,00:56:14,"#ReuniónInformativa | El consejero electoral, Bernardo @bvallem indica que desde el @iecm diseñaron la campaña de difusión #EsDeLey para dar a conocer los cambios en la Ley de Participación Ciudadana de la #CDMX. Se verá en espacios públicos como el @MetroCDMX y bajo puentes. https://t.co/7zcZnyRmT6",,
373,07/Nov/2019,00:56:49,"Porque uno, el presupuesto no alcanza y dos, aunque los pongamos siguen siendo unos pinches puercos valemadristas que hacen lo que quieren. https://t.co/5hxONhKBBD",,
374,07/Nov/2019,00:57:09,@MetroCDMX Alguien sabe cómo va línea 1?,1 ,
375,07/Nov/2019,00:57:21,@MetroCDMX .,,
376,07/Nov/2019,00:57:49,Así fue como me dejaron los elementos de PBI que según yo pertenecen a la @SSP_CDMX dentro de las instalaciones del @MetroCDMX ellos saben bien dónde no hay cámaras y pueden abusar de su autoridad https://t.co/M1OinTpOO4,,
377,07/Nov/2019,00:58:45,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
378,07/Nov/2019,00:59:13,@MonserrathAndr9 @MetroCDMX Avanza normal,linea2 ,normal 
379,07/Nov/2019,00:59:23,"Personal de Protección Civil y Seguridad Institucional del @MetroCDMX rescató hoy al medio día a un can atrapado en el exterior del cajón de vías de la estación Nopalera, en el tramo elevado de la Línea 12.

#UnoNoticias https://t.co/MCdbNQl4ii",linea12 ,Nopalera 
380,07/Nov/2019,00:59:43,"@MetroCDMX A donde puedo llevar alimento, para ese can?!, Alguien mas que se una a la causa??!!",,
381,07/Nov/2019,01:00:09,@MetroCDMX el vagón de la línea verde 3397. El ventilador solo hace un ruido muy ensordecedor y no funciona,verde ,
382,07/Nov/2019,01:00:40,@SoyCriSzis @MetroCDMX Entraste al último vagón?,,
383,07/Nov/2019,01:01:24,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
384,07/Nov/2019,01:02:07,@Carloszup @telediario @MetroCDMX @Claudiashein,,
385,07/Nov/2019,01:02:24,@MetroCDMX Siempre está igual con o sin lluvias 🙄,,
386,07/Nov/2019,01:02:30,@MetroCDMX gracias por apurar el servicio en verdad que una mujer embarazada no puede controlar las necesidades que una tiene y viajo hasta potrero si hubiera baño pues que vayan lento pero gracias por apurar el servicio así dan ganas de apoyarlos siempre,linea3 ,potrero 
387,07/Nov/2019,01:03:28,@MetroCDMX diario miles de personas tienen que subir escaleras pra cruzar del otro lado del andén en la estación Mixcoac... URGE QUE HABILITEN OTRAS ESCALERAS. Hoy terminaron a golpes los usuarios y todos los días hay enfrentamientos que nos ponen en riesgo. https://t.co/riTChtoUrT,linea12 ,Mixcoac 
388,07/Nov/2019,01:04:08,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
389,07/Nov/2019,01:04:47,@MetroCDMX La línea 3 es un asco! ¿Qué pasa? Se va parando en cada estación,3 ,
390,07/Nov/2019,01:05:12,"@MetroCDMX #l3 mas de 6 min por estacion, cual es el pretexto del dia para no trabajar @MetroCDMX ??? Presencia de lluvia, ausencia de lluvia, mecanismos de cierre, modos de conduccion, el conductor viene ebrio, el conductor se viene tocando sus partes??????",l3 6 ,
391,07/Nov/2019,01:06:37,"¡Sube tu bici a la Red #MICDMX!

Para llegar a los puntos de la Ruta, podrás llegar en una @ecobici o transportarte con tu bici en @MetroCDMX, @MetrobusCDMX y Tren Ligero y Trolebús de @STE_CDMX 🚇🚌🚎🚃 https://t.co/FUis7fg5cq",,
392,07/Nov/2019,01:06:51,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
393,07/Nov/2019,01:07:32,@SoyCriSzis @MetroCDMX Es culpa de AMLO,,
394,07/Nov/2019,01:07:41,@SoyCriSzis @MetroCDMX https://t.co/HcOqFolMq6,,
395,07/Nov/2019,01:08:24,".@Claudiashein @MetroCDMX porque para acceder al wifi del Metro hay que registrarse a fuerza en una promoción de Coca Cola, porque nos obligan a dar nuestros datos a una empresa por un servicio que prometen gratuito",,
396,07/Nov/2019,01:08:28,"@GiovaEd @MetroCDMX Son de protección civil, no chingues con esto se van a parar el culo hasta el desfile del 20 de noviembre",,
397,07/Nov/2019,01:09:06,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
398,07/Nov/2019,01:09:46,"@metroCdmxL3 @MetroCDMX #L3 @UsuariosSTC 
20 min de M.A de Quevedo a Etiopía. Hace muchas pausas en los túneles y en las estaciones. Vagón lleno",L3 ,Quevedo 
399,07/Nov/2019,01:09:53,@MetroCDMX Voy en el vagón No. 1882 llevo más de 1 hora en el metro de CU a Etiopía mentira sus 4 min por estación #pesimoservicio,1 4 ,
400,07/Nov/2019,01:10:00,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
401,07/Nov/2019,01:10:01,"Y ayer se quisieron jalar a dos chavas en pleno paradero del @MetroCDMX Indios Verdes a las 6:30 de la noche. Y no, no eres paranoica.",linea3 6 ,Indios Verdes 
402,07/Nov/2019,01:10:15,"@metroCdmxL3 @MetroCDMX #L3 @UsuariosSTC 
20 min de M.A de Quevedo a Etiopía. Hace muchas pausas en los túneles y en las estaciones. Vagón lleno",L3 ,Quevedo 
403,07/Nov/2019,01:10:46,"@MetroCDMX Línea B dirección Ciudad azteca..
Estación guerrero.. 
está tardando en pasar los andenes...
Y se están llenando rápido..!! 😡",linea3 ,guerrero guerrero 
404,07/Nov/2019,01:11:41,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
405,07/Nov/2019,01:11:52,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
406,07/Nov/2019,01:12:01,"@MetroCDMX Pero habrá subido ahí, pregunteme yo",,
407,07/Nov/2019,01:12:16,@kathyefe @MetroCDMX @CDMXMetro Jajajajaja https://t.co/hDrVbvJ14V,,
