,Unnamed: 0,date,hour,tweet,linea,estacion
380,380,15/Nov/2019,02:03:11,@MetroCDMX eres tuuuu?,,
381,381,15/Nov/2019,02:04:00,@MetroCDMX Super lenta la línea 2,2 ,
382,382,15/Nov/2019,02:04:24,@MetroCDMX L2 dirección Taxqueña parada casi 10mins en  cada estación. 🙄,L2 ,
383,383,15/Nov/2019,02:05:56,@MetroCDMX lo quise hacer en pino Suárez y me. mandaron a Juárez,linea1 ,pino pino 
384,384,15/Nov/2019,02:05:58,@MetroCDMX Línea 2 en pino Suárez parados que onda#MetroCDMX,linea1 2 ,pino pino 
385,385,15/Nov/2019,02:06:27,Me pregunto la razón del porqué de este letrero en los vagones del @MetroCDMX https://t.co/Q6pfMRJxhN,,
386,386,15/Nov/2019,02:07:20,"@MetroCDMX vagón 0327 línea 9, hasta el keke... Pueden prender los ventiladores?? Nos estamos cocinando...",9 ,
387,387,15/Nov/2019,02:07:22,@MetroCDMX #linea2,linea2 ,
388,388,15/Nov/2019,02:08:03,@MetroCDMX No mames @MetroCDMX en la  línea 2 que pasó? Está muy pinche lenta,2 ,
389,389,15/Nov/2019,02:08:16,@MetroCDMX ¿Qué pasa en la Línea 2? Horas en cada estación. ¿No que tres minutos?,2 ,
390,390,15/Nov/2019,02:11:03,@MetroCDMX Que pasó en la L2?? Va muy lenta,,
391,391,15/Nov/2019,02:12:25,@MetroCDMX Super lenta la línea 2,2 ,
392,392,15/Nov/2019,02:12:31,"#DenunciaCiudadana
Reducción de carril por elementos de @CGSPTLALNE2016 sobre Insurgentes y su cont. Carr. Méx- Pachuca a la alt. de #Periferico lo que ya genera complicaciones de la estación del @MetroCDMX #IndiosVerdes en dir. a #Pachuca.
Info: @Guivaco 
#TráficoRVial https://t.co/gCNsN9I1KA",linea1 ,Insurgentes Periferico 
393,393,15/Nov/2019,02:12:57,"@MetroCDMX vendedor ambulante de cacahuates con un costal blanco se traslada en la línea 8 dirección constitución 1917, neta no se dan cuenta??",8 ,
394,394,15/Nov/2019,02:13:20,@MetroCDMX Olviden lo que dije... Horas mil en hospital general de la L3,linea2 L3 ,general hospital general hospital 
395,395,15/Nov/2019,02:13:21,"@MetroCDMX está escalera tiene más de dos meses sin funcionar y no tiene letrero de que no funciona, ¿los ciudadanos somos su burla? https://t.co/oAtlLg8ZD7",,
396,396,15/Nov/2019,02:13:45,@xiopocket @MetroCDMX Ya tiene eso semanas,,
397,397,15/Nov/2019,02:13:58,@GuapaDelTuiter @MetroCDMX En la estación mixcoac o cualquier taquilla de toda la red,linea12 ,mixcoac 
398,398,15/Nov/2019,02:14:06,@MetroCDMX ¿Qué está pasando en la línea 2?,2 ,
399,399,15/Nov/2019,02:14:17,@ServicioTelcel no hay cobertura de datos móviles al rededor del @MetroCDMX #CdAzteca 😡😤🤬,,
400,400,15/Nov/2019,02:14:27,@GuapaDelTuiter @MetroCDMX En taquillas valen 5 pesos,5 ,
401,401,15/Nov/2019,02:14:39,¿Cuándo mejorará el servicio en el metro? @Claudiashein @MetroCDMX  @DenunciasMetro #LA #Pantitlan https://t.co/uEQ53SuFOd,linea1 ,Pantitlan Pantitlan Pantitlan Pantitlan 
402,402,15/Nov/2019,02:14:51,"@MetroCDMX Buenas noches.
¿Me pueden indicar qué pasa en la línea 2?
No tienen el pretexto de la lluvia y el servicio está de la chingada",2 ,
403,403,15/Nov/2019,02:15:48,@cocofanmh @MetroCDMX Tirale un pedo en la cara y verás que se para,,
404,404,15/Nov/2019,02:16:09,"@MetroCDMX fui a balderas y no tienen tarjetas, voy a tener que recorrer cada estación para encontrarlas? 🙄 si pudieran decir donde si tienen ayudaría de mucho",linea1 ,balderas balderas 
405,405,15/Nov/2019,02:17:17,@MetroCDMX Linea A como siempre su pinche desmadre,,
406,406,15/Nov/2019,02:17:41,@Mauhoneybunny @MetroCDMX @GobCDMX De 3 a 4 años tardará en atender tu queja,3 4 ,
407,407,15/Nov/2019,02:18:06,¿Cuándo mejorará el servicio en el metro? @Claudiashein @MetroCDMX  @DenunciasMetro #LA #Pantitlan https://t.co/uEQ53SuFOd,linea1 ,Pantitlan Pantitlan Pantitlan Pantitlan 
408,408,15/Nov/2019,02:19:16,@MetroCDMXQuejas @MetroCDMX @GobCDMX Patéticos! 😑,,
409,409,15/Nov/2019,02:19:45,"Este jueves, el @FESTIVALMIX presenta el documental del director @AlfredoGalindo, ofrece testimonios de personas #Lgbt y aliados en México.
La cita es hoy jueves 14 de noviembre en el cine de la estación del @MetroCDMX #Zapata 🎥🏳️‍🌈 https://t.co/qMX2ImsVWT",linea3 ,Zapata Zapata 
410,410,15/Nov/2019,02:20:12,@MetroCDMXQuejas @MetroCDMX @GobCDMX Y cabe mencionar que me quiso amenazar el jefe de estación por tomar foto a mi reporte del cual ni folio de seguimiento tiene,,
411,411,15/Nov/2019,02:20:15,"@FelipeLeonLopez @nenulo @MetroCDMX ¡Buenos noches!, Felipe. Estamos trabajando en el reordenamiento del comercio ambulante en la vía pública, que incluye también la liberación de espacios en la #AlcaldíaCuauhtémoc. No solo es reubicación, sino dar orden y permitir el libre tránsito.",,
412,412,15/Nov/2019,02:20:17,"@FelipeLeonLopez @nenulo @MetroCDMX ¡Buenos noches!, Felipe. Estamos trabajando en el reordenamiento del comercio ambulante en la vía pública, que incluye también la liberación de espacios en la #AlcaldíaCuauhtémoc. No solo es reubicación, sino dar orden y permitir el libre tránsito.",,
413,413,15/Nov/2019,02:20:20,"@FelipeLeonLopez @nenulo @MetroCDMX ¡Buenos noches!, Felipe. Estamos trabajando en el reordenamiento del comercio ambulante en la vía pública, que incluye también la liberación de espacios en la #AlcaldíaCuauhtémoc. No solo es reubicación, sino dar orden y permitir el libre tránsito.",,
414,414,15/Nov/2019,02:21:20,¿Cuándo mejorará el servicio en el metro? @Claudiashein @MetroCDMX  @DenunciasMetro #LA #Pantitlan https://t.co/uEQ53SuFOd,linea1 ,Pantitlan Pantitlan Pantitlan Pantitlan 
415,415,15/Nov/2019,02:22:40,"🔵 Luego que se aprobara la gratuidad en el @MetroCDMX para integrantes de Comités Ciudadanos a petición de @HectorBarrera_, nuestro diputado pide a @FirenzeM aplicar a la brevedad esta determinación. https://t.co/HdYRuNnvGs",,
416,416,15/Nov/2019,02:22:42,@Claudiashein ME ENCANTARÍA SABER PORQUE NO HAY EMPATIA PARA LAS MAMAS SOLTERAS CON HIJOS Y CARREOLA EN EL METRO ATLALILCO. LA JEFA DE ESTACION EN TURNO DICE QUE ES SU ORDEN NO ABRIR LA PUERTA DE ACCESO. ENTONCES POR DONDE SE PUEDE ACCEDER O SALIR DEL METRO??? @MetroCDMX,,
417,417,15/Nov/2019,02:25:53,"@MetroCDMX No pues, si les importa mucho el perrito no??",,
418,418,15/Nov/2019,02:25:56,"@IrvingPineda @Claudiashein Anda ocupada paseando a @evoespueblo. Cuando se desocupe limpia el @MetroCDMX, organiza el próximo concierto en el Zócalo y si le queda tiempo atiende el tema de la seguridad.",,
419,419,15/Nov/2019,02:29:11,@Einzelg3 @MetroCDMX ¡qué pinches cerdos son añgunos usuarios!,,
420,420,15/Nov/2019,02:29:54,@MetroCDMX donde puedo cambiar mis tarjetas viejas por nuevas ya que en las estaciones Zaragoza y Pantitlán de la línea uno nunca están las personas que realizan los cambios me pueden ayudar por favor,linea1 ,Zaragoza 
421,421,15/Nov/2019,02:30:00,"Estación #Candelaria de la #L4 del @MetroCDMX ya fue abierta 

#MásDetalles aquí 

https://t.co/GzRH7WqnGG https://t.co/gQzOGPyEdx",linea1 L4 ,Candelaria Candelaria 
422,422,15/Nov/2019,02:30:45,"#Margoteros así es @GatoCalavera donde estará @chekozaun el viernes 15 junto a  @FansDeMiyagi

Entre Puebla y Sinaloa en la Colonia Roma, frente al @VIPS_MX a una cuadra @MetroCDMX

📻@disparamargot📻

➡️ @szurita ➡️ @ximenadelam
➡️ @faustoponce 

#AdminSerch➡️ @reylagartomorri https://t.co/vMY7mNk3uu",linea9 ,Puebla 
423,423,15/Nov/2019,02:30:47,@MetroCDMX Cómo sigue la línea 2? (Como si estuviera enferma),2 ,
424,424,15/Nov/2019,02:31:31,@MetroCDMX  según están cuidando a los vendedores ambulantes y en sus narices están que procede creemos que si están trabajando y es aquí en el metro cuatro caminos gracias por el apoyo https://t.co/KNHtpl2kXW,linea2 ,cuatro caminos 
425,425,15/Nov/2019,02:32:08,@SilviaSelvaSalv @MetroCDMX A chinga... Desde cuando #LB da servicio a Universidad? 🤔 Dejo de usar el metro dos semanas y ya me cambiaron las líneas,linea3 ,Universidad 
426,426,15/Nov/2019,02:32:25,4 miniconciertos en una tarde por la red del @MetroCDMX 13 Noviembre 2019. https://t.co/AoyYyBEVNp,4 ,
427,427,15/Nov/2019,02:32:26,"@MetroCDMX: Estimados usuarios, les informamos que ya pueden pasar por sus chicharrones caseros a mitad del pasillo de las escaleras, si se llegan a caer por tanto sabor NO es nuestra responsabilidad.

Estamos en #Patriotismo dirección Pantitlán. 😒 https://t.co/z1WI0O6FAi",linea9 ,Patriotismo 
428,428,15/Nov/2019,02:32:43,"Estación #Candelaria de la #L4 del @MetroCDMX ya fue abierta 

#MásDetalles aquí 

https://t.co/GzRH7WqnGG https://t.co/gQzOGPyEdx",linea1 L4 ,Candelaria Candelaria 
429,429,15/Nov/2019,02:34:48,@MetroCDMX @Claudiashein @lopezobrador_ @FirenzeM @NTelevisa_com @Foro_TV @AztecaNoticias @Foro_TV @OnceNoticiasTV #L1 dirección Pantitlán estación observatorio esperando más de 10 min a qué estos ineptos quieran trabajar una burla sus tiempos,L1 ,observatorio 
430,430,15/Nov/2019,02:35:08,@094_adri @MetroCDMX Denle su caguama a esta gran mujer,,
431,431,15/Nov/2019,02:37:49,@Delta25MX @SSP_CDMX @MetroCDMX Verdad que tsmbien hay ratas en los andenes del metro???... aparte hay en las vias....,,
432,432,15/Nov/2019,02:38:15,@arlette_zc @MetroCDMX Mandalos alv,,
433,433,15/Nov/2019,02:41:19,"Llevamos acabo un convenio con NYCTA para exportar lo único que funciona bien en el @MetroCDMX 

 https://t.co/p6dcwSfg0m",,
434,434,15/Nov/2019,02:43:40,"@MetroCDMX Antes pasaban los policías en los vagones, hoy ni sus luces",,
435,435,15/Nov/2019,02:45:57,"La @SSP_CDMX detuvo a dos carteristas en la estación Balderas de la línea 1 del @MetroCDMX habían robado un celular, el cual se pudo recuperar. Ambos fueron trasladados al ministerio público. https://t.co/PpMYrkS3gx",1 ,Balderas Balderas 
436,436,15/Nov/2019,02:46:25,@MetroCDMX Yo por eso les meto un rodillazo en la cabeza,,
437,437,15/Nov/2019,02:46:44,"@MetroCDMX: Estimados usuarios, les informamos que ya pueden pasar por sus chicharrones caseros a mitad del pasillo de las escaleras, si se llegan a caer por tanto sabor NO es nuestra responsabilidad.

Estamos en #Patriotismo dirección Pantitlán. 😒 https://t.co/z1WI0O6FAi",linea9 ,Patriotismo 
438,438,15/Nov/2019,02:47:30,@MetroCDMX  según están cuidando a los vendedores ambulantes y en sus narices están que procede creemos que si están trabajando y es aquí en el metro cuatro caminos gracias por el apoyo https://t.co/KNHtpl2kXW,linea2 ,cuatro caminos 
439,439,15/Nov/2019,02:47:35,@MetroCDMX Cómo sigue la línea 2? (Como si estuviera enferma),2 ,
440,440,15/Nov/2019,02:47:46,"Estación #Candelaria de la #L4 del @MetroCDMX ya fue abierta 

#MásDetalles aquí 

https://t.co/GzRH7WqnGG https://t.co/gQzOGPyEdx",linea1 L4 ,Candelaria Candelaria 
441,441,15/Nov/2019,02:48:03,"@MetroCDMX vomito en el vagon, linea naranja en constituyentes https://t.co/HK0YZmmeNE",naranja ,constituyentes 
442,442,15/Nov/2019,02:48:03,@MetroCDMX Cómo va la 3?,3 ,
443,443,15/Nov/2019,02:48:49,@MetroCDMX En la 2 ni llueve,2 ,
444,444,15/Nov/2019,02:49:13,@MetroCDMX Y la 9 super lenta como siempre,9 ,
445,445,15/Nov/2019,02:49:22,@Claudiashein ME ENCANTARÍA SABER PORQUE NO HAY EMPATIA PARA LAS MAMAS SOLTERAS CON HIJOS Y CARREOLA EN EL METRO ATLALILCO. LA JEFA DE ESTACION EN TURNO DICE QUE ES SU ORDEN NO ABRIR LA PUERTA DE ACCESO. ENTONCES POR DONDE SE PUEDE ACCEDER O SALIR DEL METRO??? @MetroCDMX,,
446,446,15/Nov/2019,02:49:29,@MetroCDMX tres personas van tomando en el penúltimo vagón n°0040 dirección CD.azteca vamos saliendo de Romero rubio !!,lineaB ,Romero rubio 
447,447,15/Nov/2019,02:49:57,Oye @MetroCDMX @GobCDMX  cuándo piensan dar seguimiento a mi queja? O les vale madre como todo? https://t.co/w80Lq0os5I,,
448,448,15/Nov/2019,02:51:08,"Hoy viaje en uno de los trenes rehabilitados del @MetroCDMX y es muy grato viajar en tren bonito y limpio. Por favor, como usuarios hay que cuidar de las instalaciones del metro, para que nuestros​ viajes sean lo más agradable posible. https://t.co/omPnwW3hlg",,
449,449,15/Nov/2019,02:52:03,@Mauhoneybunny @MetroCDMXQuejas @MetroCDMX @GobCDMX Ni siquiera la firmo el jefe de edtacion,,
450,450,15/Nov/2019,02:52:59,@josue_bar @MetroCDMX Aguas con las manos de atrás ehh,,
451,451,15/Nov/2019,02:53:07,@MetroCDMX Por algo se había escapado ó se había hecho el extraviado 🤔,,
452,452,15/Nov/2019,02:53:41,@MetroCDMX Digan ahorita cómo va la 3 porfa,3 ,
453,453,15/Nov/2019,02:53:52,"@MetroCDMX Vamos rápido #L2...
#PorSiEstáConElPendiente
#Lluvia
@ N. 2216...",L2 ,
454,454,15/Nov/2019,02:55:30,"@MARIA70392235 @Mrs_2910 @MetroCDMX Si he visto algunos de estos, no se exactamente como está, pero a lo que entiendo que a los mismos del sindicato no les prestan atención y les quitan facultades, es una opinión, honestamente no tengo bien el concepto claro.",,
455,455,15/Nov/2019,02:57:53,"@MetroCDMX: Estimados usuarios, les informamos que ya pueden pasar por sus chicharrones caseros a mitad del pasillo de las escaleras, si se llegan a caer por tanto sabor NO es nuestra responsabilidad.

Estamos en #Patriotismo dirección Pantitlán. 😒 https://t.co/z1WI0O6FAi",linea9 ,Patriotismo 
456,456,15/Nov/2019,03:00:06,"Hoy viaje en uno de los trenes rehabilitados del @MetroCDMX y es muy grato viajar en tren bonito y limpio. Por favor, como usuarios hay que cuidar de las instalaciones del metro, para que nuestros​ viajes sean lo más agradable posible. https://t.co/omPnwW3hlg",,
457,457,15/Nov/2019,03:01:22,"EXPOLUCHA 15 y 16 de Agosto 2020 PHILADELPHIA,PA. @ExpoLucha @univision65phil #luchalibre @mas_lucha @maskedrepublic @TvSongie @MetroCDMX https://t.co/00aXg9GT6O",,
458,458,15/Nov/2019,03:01:38,@luciauchihastar @MetroCDMX Va rápida,,
459,459,15/Nov/2019,03:02:34,@MetroCDMX Y nadie les dice nada...,,
460,460,15/Nov/2019,03:03:23,"Tickets for this event go on sale tomorrow. I can't stress how amazing ExpoLucha is. The 2018 event was both my wife and I's favorite show we attended all year long. The top luchadores, all accessible and some of the best action you'll ever see. This will be an amazing weekend",,
461,461,15/Nov/2019,03:03:26,@DraconianKino @MetroCDMXQuejas @MetroCDMX .,,
462,462,15/Nov/2019,03:03:27,@MetroCDMX qué pasa en #L8 dirección Constitución? Se viene defendiendo en cada estación más de 5 minutos,5 L8 ,
463,463,15/Nov/2019,03:06:16,"Sistá recia la lluvia ☔ 🚉 (@ Metro Periférico Oriente - @metrocdmx in Iztapalapa, DF, Ciudad de México) https://t.co/hsDoG8xJst https://t.co/cRSnf38KK2",linea8 ,Iztapalapa Oriente 
464,464,15/Nov/2019,03:06:17,@VillaDeCortesBJ @MetroCDMX @FirenzeM @PaulaSoto @Claudiashein @GrandBosque @jorgegavino Pero cuando se presentó el proyecto lo defendieron.,,
465,465,15/Nov/2019,03:07:51,"Tickets for this event go on sale tomorrow. I can't stress how amazing ExpoLucha is. The 2018 event was both my wife and I's favorite show we attended all year long. The top luchadores, all accessible and some of the best action you'll ever see. This will be an amazing weekend https://t.co/mLQJ7rA5IE",,
466,466,15/Nov/2019,03:08:59,"@MetroCDMX buena noche, me podrían indicar en que estaciones del metro y en que lugar, ya que pregunte en la estación del rosario y me informaron que ahí no lo hacen, entonces ya uno no sabe cual es la información correcta",linea6 ,rosario rosario 
467,467,15/Nov/2019,03:11:13,"@Claudiashein  @lopezobrador_ @GobCDMX ¿y si en lugar de usar presupuesto para mantener a un político extranjero lo destinan a arreglar la ineficiente marranada de #linea12 del @MetroCDMX que dejó el imbécil de @m_ebrard ?
Se les invita a que traten de abordar en zapata a las 6pm",linea3 linea12 ,zapata zapata 
468,468,15/Nov/2019,03:13:44,"@DiputadosMorena @lopezobrador_ @Claudiashein @m_ebrard @MorenaSenadores 
México confío en ustedes y les dió su voto buscando un cambio, ¿Cuando llegará ese cambio? 
¿Cuando harán algo?",,
469,469,15/Nov/2019,03:17:08,"@Claudiashein @SSP_CDMX @PGJDF_CDMX @Alcaldia_Coy No se olviden de Sto Domingo, retiren autos y camiones viejos y quiten obstáculos y estructuras sobre calles, reordenen paradero de @MetroCDMX Universidad, y eviten puestos en el paso CU, seguridad, hace poco asesinaron a narcomenudista",linea3 ,Universidad 
470,470,15/Nov/2019,03:17:46,"El aprendizaje de hoy ...
No te saltes el torniquete del @MetroCDMX 
O pasarás 25 largas horas en el torito...",,
471,471,15/Nov/2019,03:18:34,@MetroCDMX tu vagón R3147 de #lb con dirección a cd azteca no le funciona una de las puertas.,,
472,472,15/Nov/2019,03:21:17,@MetroCDMX Excelente labor @MetroCDMX,,
473,473,15/Nov/2019,03:24:05,"@MetroCDMX qué onda con sus empleados ? En el vagón de MUJERES Y SENTADOS EN ASIENTOS ASIGNADOS súper mal ejemplo , el trabajar ahí No pos exenta de NO seguir las reglas por eso todo el sistema está de la mierda https://t.co/nw4SYNf6xi",,
474,474,15/Nov/2019,03:27:57,¿Cuándo mejorará el servicio en el metro? @Claudiashein @MetroCDMX  @DenunciasMetro #LA #Pantitlan https://t.co/uEQ53SuFOd,linea1 ,Pantitlan Pantitlan Pantitlan Pantitlan 
475,475,15/Nov/2019,03:30:00,"A lo largo de 50 años, el @MetroCDMX ha transportado a millones de millones de personas, cada una de ellas con su historia personal, sentimientos, pasiones, alegrías y melancolías.

¡Visita la muestra ""Metro 50 años"", en el #MUNARQ, ubicado en el tercer piso del @PalacioOficial! https://t.co/g1VkB2G9wB",,
476,476,15/Nov/2019,03:30:33,Drinking game: un shot 🥃 por cada escalera eléctrica ‘en mantenimiento’ en @MetroCDMX 🥴,,
477,477,15/Nov/2019,03:30:48,@MetroCDMX Alguien tiene idea que ocurre en la línea 8? O ya será maldición de los jueves a esta HR que tarde tanto?,8 ,
478,478,15/Nov/2019,03:30:52,"@MetroCDMX HAY UN GATITO EN LAS VÍASSSS en Chabacano línea 9, en la parte del vagón exclusivo dirección Pantitlán

!!! https://t.co/8k9a2uVKzw",linea8 9 ,Chabacano Chabacano 
479,479,15/Nov/2019,03:31:44,"A lo largo de 50 años, el @MetroCDMX ha transportado a millones de millones de personas, cada una de ellas con su historia personal, sentimientos, pasiones, alegrías y melancolías.

¡Visita la muestra ""Metro 50 años"", en el #MUNARQ, ubicado en el tercer piso del @PalacioOficial! https://t.co/g1VkB2G9wB",,
480,480,15/Nov/2019,03:36:22,No se romantiza nada mi estimado el problema es qué millones de adultos mayores tienen que conseguir un empleo en condiciones precarias por la falta de Estado (limpiando el @MetroCDMX por ejemplo) pero si podemos ayudar como humanidad no esta demás.,,
481,481,15/Nov/2019,03:36:59,"EXPOLUCHA 15 y 16 de Agosto 2020 PHILADELPHIA,PA. @ExpoLucha @univision65phil #luchalibre @mas_lucha @maskedrepublic @TvSongie @MetroCDMX https://t.co/00aXg9GT6O",,
482,482,15/Nov/2019,03:37:00,@RHMxGear @tachomx La bici viaja en @MetroCDMX  todos los días después de las 10,,
483,483,15/Nov/2019,03:37:33,"@MetroCDMX Falso, la línea 2 está detenida en ambos sentidos",2 ,
484,484,15/Nov/2019,03:37:45,"EXPOLUCHA 15 y 16 de Agosto 2020 PHILADELPHIA,PA. @ExpoLucha @univision65phil #luchalibre @mas_lucha @maskedrepublic @TvSongie @MetroCDMX https://t.co/00aXg9GT6O",,
485,485,15/Nov/2019,03:40:11,"A lo largo de 50 años, el @MetroCDMX ha transportado a millones de millones de personas, cada una de ellas con su historia personal, sentimientos, pasiones, alegrías y melancolías.

¡Visita la muestra ""Metro 50 años"", en el #MUNARQ, ubicado en el tercer piso del @PalacioOficial! https://t.co/g1VkB2G9wB",,
486,486,15/Nov/2019,03:42:02,"@Carqui @MetroCDMX Va, comenzamos en la línea 7 en barranca del muerto, seguro para cuando lleguemos a tacubaya ya vamos pedisimos...",linea1 7 ,tacubaya barranca muerto tacubaya tacubaya 
487,487,15/Nov/2019,03:42:05,@MetroCDMX díganle a los conductores que esperen un tiempo prudente para cerrar las puertas. No es posible que las abran por tres segundos y no nos permitan abordar el tren.,,
488,488,15/Nov/2019,03:43:43,"@MetroCDMX subiendo las escaleras eléctricas de metro Refineria huele a quemado..., La primera escalera que el día de ayer estaba apagada",linea7 ,Refineria 
489,489,15/Nov/2019,03:43:51,"A lo largo de 50 años, el @MetroCDMX ha transportado a millones de millones de personas, cada una de ellas con su historia personal, sentimientos, pasiones, alegrías y melancolías.

¡Visita la muestra ""Metro 50 años"", en el #MUNARQ, ubicado en el tercer piso del @PalacioOficial! https://t.co/g1VkB2G9wB",,
490,490,15/Nov/2019,03:45:19,Cuando trabajes en tu alcaldía estado y no hagas congestionar el metro.,,
491,491,15/Nov/2019,03:46:12,"A lo largo de 50 años, el @MetroCDMX ha transportado a millones de millones de personas, cada una de ellas con su historia personal, sentimientos, pasiones, alegrías y melancolías.

¡Visita la muestra ""Metro 50 años"", en el #MUNARQ, ubicado en el tercer piso del @PalacioOficial! https://t.co/g1VkB2G9wB",,
492,492,15/Nov/2019,03:50:17,@MetroCDMX Son las pendejas casi diez de la noche y esta madre de línea b viene lenta y llena.,,
493,493,15/Nov/2019,03:50:24,@GuapaDelTuiter @MetroCDMX En las taquillas de el metro valen 5 pesos las nuevas tarjetas...,5 ,
494,494,15/Nov/2019,03:54:53,Drinking game: un shot 🥃 por cada escalera eléctrica ‘en mantenimiento’ en @MetroCDMX 🥴,,
495,495,15/Nov/2019,03:55:30,@MetroCDMX díganle a los conductores que esperen un tiempo prudente para cerrar las puertas. No es posible que las abran por tres segundos y no nos permitan abordar el tren.,,
496,496,15/Nov/2019,03:55:39,"@Aucio @Claudiashein @SSP_CDMX @PGJDF_CDMX @Alcaldia_Coy @MetroCDMX Y que hagan más rondines de patrullas en el interior de la colonia, tochtli y aztahuacan, punto de vagos y venta de drogas...",,
497,497,15/Nov/2019,03:55:45,Drinking game: un shot 🥃 por cada escalera eléctrica ‘en mantenimiento’ en @MetroCDMX 🥴,,
498,498,15/Nov/2019,03:56:28,"@MetroCDMX HAY UN GATITO EN LAS VÍASSSS en Chabacano línea 9, en la parte del vagón exclusivo dirección Pantitlán

!!! https://t.co/8k9a2uVKzw",linea8 9 ,Chabacano Chabacano 
499,499,15/Nov/2019,03:56:33,"@MetroCDMX Si ven a alguien sentado en las escaleras, vagones o en los andenes, saquen un peso o dos y denlo... Verán como se levantan en chinga 😬",,
500,500,15/Nov/2019,03:56:41,@MetroCDMX Pero que entienden,,
501,501,15/Nov/2019,03:58:22,"@Claudiashein Hasta cuando va estar sitiada Cámara de Diputados?no hay forma d salir d ahí pues no hay @MetrobusCDMX hacia san Lázaro, el acceso a la estación @MetroCDMX Candelaria, dejaron la salida más peligrosa libre y la otra salida prácticamente la privatizaron para empleados d la cámara",linea1 ,Candelaria Candelaria 
502,502,15/Nov/2019,04:00:35,"@MetroCDMX HAY UN GATITO EN LAS VÍASSSS en Chabacano línea 9, en la parte del vagón exclusivo dirección Pantitlán

!!! https://t.co/8k9a2uVKzw",linea8 9 ,Chabacano Chabacano 
503,503,15/Nov/2019,04:04:10,"@MetroCDMX: Estimados usuarios, les informamos que ya pueden pasar por sus chicharrones caseros a mitad del pasillo de las escaleras, si se llegan a caer por tanto sabor NO es nuestra responsabilidad.

Estamos en #Patriotismo dirección Pantitlán. 😒 https://t.co/z1WI0O6FAi",linea9 ,Patriotismo 
504,504,15/Nov/2019,04:06:08,@cinderblack81 @MetroCDMX ¿En qué estaciones? Dicen que no hay...,,
505,505,15/Nov/2019,04:12:45,@MetroCDMX @elArtur009 QUE APUESTO!,,
506,506,15/Nov/2019,04:13:27,@GuapaDelTuiter @MetroCDMX Yo la compre en metro pino Suárez,linea1 ,pino pino 
507,507,15/Nov/2019,04:13:40,"@EdgarGuerraB @MetroCDMX @grupoacir @SDyAmor @noticias889 @LaVillegas1 Muchísimas gracias, @EdgarGuerraB, qué honor y qué emoción. 😀🙌",,
508,508,15/Nov/2019,04:16:14,@MetroCDMX Cómo va la #LA ?,,
509,509,15/Nov/2019,04:17:30,"@assael_q @DenunciasMetro @Claudiashein @MetroCDMX Va a mejorar cuando el.gobiefno de la ciudad lo deje de ver cómo su caja chica, cuando  dejen de robar su presupuesto cuando dejen de justificar gastos y hagan inversiones reales al mantenimento cuando dejen de cuidar empresas de políticos en el padrón de proveedores ..entonces",,
510,510,15/Nov/2019,04:17:34,¿Cuándo mejorará el servicio en el metro? @Claudiashein @MetroCDMX  @DenunciasMetro #LA #Pantitlan https://t.co/uEQ53SuFOd,linea1 ,Pantitlan Pantitlan Pantitlan Pantitlan 
511,511,15/Nov/2019,04:17:39,@burgos285 @MetroCDMX Dlv,,
512,512,15/Nov/2019,04:19:15,"El @MetroCDMX por un lado tiene una campaña donde nos habla de respetar a la mujer, no sexualizarla, habla sobre el acoso y el respeto, pero el mismo metro nos pone en sus pantallas una liga de fútbol americano femenil, donde claramente se sexualiza a la mujer, ironía.",,
513,513,15/Nov/2019,04:21:06,"Hoy un vendedor ambulante, de la Estación Centro Médico (Dirección I. Verdes), intentó sacarle la cartera a mi novia de su mochila, éste fue siguiéndonos hasta Balderas y bajó en Salto del Agua. ¡Fuera ambulantes! @UCS_GCDMX @DenunciasMetro @MetroCDMX @GobCDMX",linea1 ,Balderas Salto Centro Verdes Balderas Salto Centro 
514,514,15/Nov/2019,04:21:07,@Carqui @MetroCDMX Con solo Tacubaya ya tienes fácil 6 shots,linea1 6 ,Tacubaya Tacubaya Tacubaya 
515,515,15/Nov/2019,04:21:08,"Aunque la Auditoría Superior de la CDMX encontró varias irregularidades en el manejo del fideicomiso donde se recauda el dinero derivado del aumento a la tarifa del @MetroCDMX, hasta la fecha no existen sanciones contra algún funcionario
https://t.co/UVp4IYQHB2",,
516,516,15/Nov/2019,04:22:47,"EXPOLUCHA 15 y 16 de Agosto 2020 PHILADELPHIA,PA. @ExpoLucha @univision65phil #luchalibre @mas_lucha @maskedrepublic @TvSongie @MetroCDMX https://t.co/00aXg9GT6O",,
517,517,15/Nov/2019,04:26:34,@sansansan @Tahipat @VillaDeCortesBJ @UCS_GCDMX @CDMX_Semovi @morozca @monicatapiaa @MoratoriaUrbana @CiudadesCaminan @camina_mx @Peaton_no @peatonito @BicireporteraDF @MetrobusCDMX @MetroCDMX @Bicitekas @peatonesprimero @BiciSoluciones @PeatonDelSur @SomosBicis @PeatonVigilante @arelibiciteka @Javier_Hidalgo Ese transporte que usa diésel contamina más ... yo apoyo la propuesta de un trolebús !!!,,
518,518,15/Nov/2019,04:28:05,"Hoy un vendedor ambulante, de la Estación Centro Médico (Dirección I. Verdes), intentó sacarle la cartera a mi novia de su mochila, éste fue siguiéndonos hasta Balderas y bajó en Salto del Agua. ¡Fuera ambulantes! @UCS_GCDMX @DenunciasMetro @MetroCDMX @GobCDMX",linea1 ,Balderas Salto Centro Verdes Balderas Salto Centro 
