,Unnamed: 0,date,hour,tweet,linea,estacion
106,106,14/Nov/2019,20:59:17,"@MetroCDMX @FirenzeM entonces si limpiaron el pasillo para los ambulantes ? Aparte ese local lo operan ambulantes y venden de todo , de cuánto sería la mochada para quedarse ? @DenunciasMetro @Dagda2018 @arizpe_javier @FrancoZepeda6 @Dalila_Sarabia @Contralacorru13 https://t.co/UOenQens6C",,
107,107,14/Nov/2019,21:00:30,"#Margoteros así es @GatoCalavera donde estará @chekozaun el viernes 15 junto a  @FansDeMiyagi

Entre Puebla y Sinaloa en la Colonia Roma, frente al @VIPS_MX a una cuadra @MetroCDMX

📻@disparamargot📻

➡️ @szurita ➡️ @ximenadelam
➡️ @faustoponce 

#AdminSerch➡️ @reylagartomorri https://t.co/vMY7mNk3uu",linea9 ,Puebla 
108,108,14/Nov/2019,21:02:09,@MetroCDMX Línea 3 dirección universidad lenta,3 ,universidad 
109,109,14/Nov/2019,21:03:47,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
110,110,14/Nov/2019,21:04:12,"Olores, venta de todo tipo de artículos, cantantes, todo esto en contamos en la Linea 3 del @MetroCDMX pero no se les ocurre encender el aire acondicionado en el tren R3654 que va a indios verdes. N os estamos rostizando!!! @FirenzeM",3 ,indios 
111,111,14/Nov/2019,21:05:15,"A esta hora un #contingente de #manifestantes ingresan a la estación del @MetroCDMX #Copilco hasta el momento no afectan vialidad.

#TráficoRVial",linea3 ,Copilco 
112,112,14/Nov/2019,21:05:50,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
113,113,14/Nov/2019,21:08:02,"@MetroCDMX
El elevador de la estación #Ermita #L2 y #L12, no funciona.

Solicitamos atención en su reparación para que adultos mayores y personas con discapacidad tengan mejor movilidad y no corran riesgo en las escaleras que además no son eléctricas para bajar. https://t.co/FWzLWlnZo4",L2 L12 ,Ermita Ermita 
114,114,14/Nov/2019,21:08:13,"@MetroCDMX Actualicen, línea 3, lenta!!!",3 ,
115,115,14/Nov/2019,21:08:19,"A esta hora un #contingente de #manifestantes ingresan a la estación del @MetroCDMX #Copilco hasta el momento no afectan vialidad.

#TráficoRVial",linea3 ,Copilco 
116,116,14/Nov/2019,21:08:43,@MetroCDMX Y ahora también la línea rosa se está deteniendo constantemente... 😡😡😡,rosa ,
117,117,14/Nov/2019,21:08:44,"@MetroCDMX
El elevador de la estación #Ermita #L2 y #L12, no funciona.

Solicitamos atención en su reparación para que adultos mayores y personas con discapacidad tengan mejor movilidad y no corran riesgo en las escaleras que además no son eléctricas para bajar. https://t.co/FWzLWlnZo4",L2 L12 ,Ermita Ermita 
118,118,14/Nov/2019,21:09:23,"🔵 Luego que se aprobara la gratuidad en el @MetroCDMX para integrantes de Comités Ciudadanos a petición de @HectorBarrera_, nuestro diputado pide a @FirenzeM aplicar a la brevedad esta determinación. https://t.co/HdYRuNnvGs",,
119,119,14/Nov/2019,21:09:43,"🔵 Luego que se aprobara la gratuidad en el @MetroCDMX para integrantes de Comités Ciudadanos a petición de @HectorBarrera_, nuestro diputado pide a @FirenzeM aplicar a la brevedad esta determinación. https://t.co/HdYRuNnvGs",,
120,120,14/Nov/2019,21:10:04,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx 🐕,,
121,121,14/Nov/2019,21:13:47,@MetroCDMX Vengo en el N. 2169 y el conductor maneja bien culero le dicen ustedes o le digo yo que no mame?,,
122,122,14/Nov/2019,21:14:01,@MetroCDMX Línea 2,2 ,
123,123,14/Nov/2019,21:14:35,"Tío @MetroCDMX Hagan más fácil la autenticación en el internet gratuito. Siempre pide clave, se desconecta en el transborde y es muy lento el proceso y cuando cubrirán la línea 12?",12 ,
124,124,14/Nov/2019,21:15:00,"#Policía 
Se desconoce si intentó quitarse la vida, pero les metió tremendo susto a los usuarios del @MetroCDMX ⬇️

https://t.co/RKJrXBWQ52",,
125,125,14/Nov/2019,21:15:07,"@MetroCDMX @P4CH1T0 Y eso que importaba?tienes el número de autobús, con eso basta. Siempre preguntan lo mismo.cuando indagan ya pasó todo",,
126,126,14/Nov/2019,21:16:42,"¡Que alguien me explique! y no es el único, en la estación 18 de marzo tiene otro de estos negocitos nuevos ... Se pasan!! @FirenzeM  @Metro_CDMX la pura burla con ustedes 😠 https://t.co/2vNhNCvcpH",,
127,127,14/Nov/2019,21:16:54,@MetroCDMX @FirenzeM nos podrían indicar por qué se les permite tener hornos y si están autorizando espacios nuevos como estos? @Claudiashein @DenunciasMetro @Dalila_Sarabia @Dagda2018 @arizpe_javier @FrancoZepeda6 @Contralacorru13 @KillerQ16054101 @lopezobrador_ @ContraloriaCDMX https://t.co/1OubCq5Mx2,,
128,128,14/Nov/2019,21:16:57,@Elfranc72766765 @MetroCDMX @FirenzeM @Claudiashein @DenunciasMetro @Dalila_Sarabia @Dagda2018 @arizpe_javier @FrancoZepeda6 @Contralacorru13 @lopezobrador_ @ContraloriaCDMX Se los dije!! Estación 18 de marzo línea 6 otro de estos... A ver cuantos más aparecen en todo el sistema 😒 https://t.co/zfZRQagDDa,6 ,
129,129,14/Nov/2019,21:17:08,"@RealHades_ @KillerQ16054101 @DenunciasMetro @Elfranc72766765 @MetroCDMX @FirenzeM @Claudiashein @Dalila_Sarabia @Dagda2018 @FrancoZepeda6 @Contralacorru13 @lopezobrador_ @ContraloriaCDMX @MElenaPerezJaen @MuySuFrida @5antaMerlina @Mnoseprivatiza Una de las acciones que está tomando el Metro es quitarles la luz a quienes consuman más luz, y a estos de pastes mineros les permiten todo, ¿de quien serán? Ya se volvió $electiva Florencia, lo rata no se le quita.",,
130,130,14/Nov/2019,21:17:09,@arizpe_javier @RealHades_ @KillerQ16054101 @DenunciasMetro @Elfranc72766765 @MetroCDMX @FirenzeM @Claudiashein @Dalila_Sarabia @FrancoZepeda6 @Contralacorru13 @lopezobrador_ @ContraloriaCDMX @MElenaPerezJaen @MuySuFrida @5antaMerlina @Mnoseprivatiza Todo un tema lo de la luz de los locales ...super negocio para la subgerencia de instalaciones eléctricas ...pero eso ya lo sabe @FirenzeM ..sabe de la denuncia que dejó Gaviño y todos los implicados siguen en la nómina del metro..verdad? @Claudiashein te están picando los ojitos,,
131,131,14/Nov/2019,21:17:12,@Elfranc72766765 @MetroCDMX @FirenzeM @Claudiashein @DenunciasMetro @Dalila_Sarabia @Dagda2018 @arizpe_javier @FrancoZepeda6 @Contralacorru13 @KillerQ16054101 @lopezobrador_ @ContraloriaCDMX La corrupción continua en esta cuarta transformación,,
132,132,14/Nov/2019,21:17:23,https://t.co/7m6jyLopyE,,
133,133,14/Nov/2019,21:18:04,"El tren n.2174 dirección cuatro caminos va frenando en exceso ocasionando caídas y golpes a los usuarios en su interior 
@MetroCDMX revisa está situación 
Conductor imprudente y mal servicio ponen en riesgo a los usuarios #URGENTE @Claudiashein @GobCDMX @UCS_GCDMX",linea2 ,cuatro caminos 
134,134,14/Nov/2019,21:22:17,@Cholaholic,,
135,135,14/Nov/2019,21:25:53,"@MetroCDMX
El elevador de la estación #Ermita #L2 y #L12, no funciona.

Solicitamos atención en su reparación para que adultos mayores y personas con discapacidad tengan mejor movilidad y no corran riesgo en las escaleras que además no son eléctricas para bajar. https://t.co/FWzLWlnZo4",L2 L12 ,Ermita Ermita 
136,136,14/Nov/2019,21:26:14,"@MetroCDMX Voy en dirección observatorio en el tren articulado color crema, y hay indigente vestido con la playera del chicharito y tira vidrios en el piso y pide dinero.",linea1 ,observatorio 
137,137,14/Nov/2019,21:29:41,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
138,138,14/Nov/2019,21:32:51,@MetroCDMX no que según ya no abría ventas y personas pidiendo dádivas en los vagones d la línea A pero sigan apoyando a su FERREO  Gerardo Ramirez de seguro también les está compartiendo d sus ganancias todos el sistema de metro y policía están cortados x la misma tijera https://t.co/QicZwRBAYz,,
139,139,14/Nov/2019,21:34:08,@pablojacksantos @MetroCDMXQuejas @MetroCDMX Lo se. Hasta que les pase van a saber lo que se siente y van a querer describirla de la peor manera posible.,,
140,140,14/Nov/2019,21:34:19,"Como ellos ocupan la violencia, las mordidas no les dicen nada, los quitan para la foto y los vuelven a poner, que coraje @FirenzeM @MetroCDMX @DenunciasMetro @Mnoseprivatiza",,
141,141,14/Nov/2019,21:35:07,@MetroCDMX Lenea 2 estación Villa de Cortés ya llevamos mas de 10 minutos y no avanzamos que paso??,2 ,Villa Villa 
142,142,14/Nov/2019,21:38:04,"Llevamos acabo un convenio con NYCTA para exportar lo único que funciona bien en el @MetroCDMX 

 https://t.co/p6dcwSfg0m",,
143,143,14/Nov/2019,21:38:46,"@MetroCDMX Espero que está peque encuentre pronto un hogar que la quiera,la cuiden mucho y sobre todo que le den mucho pero mucho AMOR 😍🐕❤️😍🐕❤️",,
144,144,14/Nov/2019,21:44:34,"Hola, @MetroCDMX, ¿hay un día, un sólo pinche día en que la línea 3 funcione bien?",3 ,
145,145,14/Nov/2019,21:48:04,@MetroCDMX no que según ya no abría ventas y personas pidiendo dádivas en los vagones d la línea A pero sigan apoyando a su FERREO  Gerardo Ramirez de seguro también les está compartiendo d sus ganancias todos el sistema de metro y policía están cortados x la misma tijera https://t.co/QicZwRBAYz,,
146,146,14/Nov/2019,21:48:35,"@MetroCDMX cómo quieren que esté libre de comercio la LíneaA, si el supervisor es el que les permite la venta a cambio de dinero y solo agarran a los que no pagan cuota entre el disque férreo Gerardo Ramirez y su férrea 2 Feliciana Rubió pareja sentimental",2 ,
147,147,14/Nov/2019,21:54:15,La nueva #EstaciónEmblemática del @MetroCDMX dedicada a los caricaturistas fomenta el orgullo de nuestra cultura &gt;&gt; https://t.co/3OTaBOJE4v https://t.co/83k4sxNbSY,,
148,148,14/Nov/2019,22:01:07,"Las escaleras eléctricas de #Tacubaya @MetroCDMX son como Hidra: ""Arreglan"" una y se descomponen 3. Hay que darle mantenimiento a las cosas, no ""esperar a que truenen"" ...",linea1 ,Tacubaya Tacubaya Tacubaya 
149,149,14/Nov/2019,22:05:55,"@MetroCDMX Otra vez están lo niños en el vagon, estoy en la estación Acatitla hacia Santa Martha el metro color blanco",linea3 ,niños Santa 
150,150,14/Nov/2019,22:06:00,"[#JeudiPhoto] Il y a 21 ans, le président Jacques Chirac a inauguré l’accès Guimard de la station Bella Artes à Mexico offert par #RATPGroup. Ce don a été fait pour célébrer 30 ans de coopération entre le métro mexicain, @MetroCDMX, et la #RATP sous la forme d'un échange d'art. https://t.co/v8RngMi72o",linea2 ,Artes Artes 
151,151,14/Nov/2019,22:06:59,"Las escaleras eléctricas de #Tacubaya 
@MetroCDMX son como Hidra: ""Arreglan"" una y se descomponen tres. Hay que darle mantenimiento a las cosas, no ""esperar a que truenen"" ...",linea1 ,Tacubaya Tacubaya Tacubaya 
152,152,14/Nov/2019,22:07:30,"@MetroCDMX Ok esta bien su servicio a la comunidad, pero cuando van a reparar las escaleras eléctricas del metro Balderas dirección Pantitlan? https://t.co/mSVK3HPOvN",linea1 ,Balderas Pantitlan Balderas Pantitlan Pantitlan Pantitlan 
153,153,14/Nov/2019,22:11:11,"Llevamos acabo un convenio con NYCTA para exportar lo único que funciona bien en el @MetroCDMX 

 https://t.co/p6dcwSfg0m",,
154,154,14/Nov/2019,22:15:35,"@MetroCDMX Ok está bien ya entendimos pero, cuando arreglan las escaleras electricas que están en Balderas dirección Pantitlan?, como que se descomponen muy seguido no? Pero ya en serio, Cuando???? https://t.co/9eoeBoXcpk",linea1 ,Balderas Balderas 
155,155,14/Nov/2019,22:19:40,@AdalRamones @MetroCDMX 😂😂😂Piraton,,
156,156,14/Nov/2019,22:20:12,@MetroCDMX 😍😍🤩,,
157,157,14/Nov/2019,22:21:36,Lámpara en mal estado vagón N. 1587 línea 9 @MetroCDMX,9 ,
158,158,14/Nov/2019,22:22:22,Lámpara en mal estado vagón N.1587 línea 9 dirección Tacubaya @MetroCDMX @telediario @Claudiashein https://t.co/eqf44Zor2Q,linea1 9 ,Tacubaya Tacubaya Tacubaya 
159,159,14/Nov/2019,22:29:23,"@MetroCDMX y de qué sirve esto si todos los días en la línea 9 de Pantitlán a Tacubaya , al arribar a Tacubaya el conductor cambia de vía y al salir las mujeres de los vagones ""exclusivos"" la gente nos empuja para entrar, sin permitirnos salir???
Ojo aquí. https://t.co/WsEGn3tv9T",linea1 9 ,Tacubaya Tacubaya Tacubaya Tacubaya Tacubaya Tacubaya 
160,160,14/Nov/2019,22:30:27,"@TacubaCDMX @MetroCDMX @Claudiashein @GobCDMX @UCS_GCDMX El operador del tren no puede ser el causante de esto amigo el sistema es automatizado y si esto está pasando es debido al sistema no al operador.
Buena tarde.",,
161,161,14/Nov/2019,22:30:56,Conductor de tren se pone a jugar con puertas 4 min. aprox. cerrando y abriendo solo por esperar a una persona para que subiera en cabina... Golpeó a una señora de edad avanzada y va adolorida @MetroCDMX,4 ,
162,162,14/Nov/2019,22:31:12,Usuario intentó salir por la ventana @MetroCDMX @GobCDMX https://t.co/yFv74rcE81 https://t.co/n1oFYGmBnH,,
163,163,14/Nov/2019,22:32:00,Un hombre intento salir por la ventana del @MetroCDMX en la estación Tacubaya lo que provocó retrasos en la Linea 1 👉 https://t.co/HKVbWWBoPC https://t.co/PwpLyjWv4p,1 ,Tacubaya Tacubaya Tacubaya 
164,164,14/Nov/2019,22:34:13,@MetroCDMX nuevamente están revendiendo boletos del metro afuera en observatorio,linea1 ,observatorio 
165,165,14/Nov/2019,22:34:28,"El @MetroCDMX tiene estas opciones para tí. ⬇️⬇️
.
.
#zapata #cuatrocaminos #ermita 
.
#SomosDifusiónka #culturaenelmetro #SomosDigitales https://t.co/iFOs7HfihI https://t.co/RBfUIb2um9",linea2 ,ermita zapata zapata ermita 
166,166,14/Nov/2019,22:39:47,@MetroCDMX qué onda con el personal q está para guardar el orden  policía cesar García  y su séquito de seguidores en vagón exclusivo para mujeres https://t.co/nj8FumI6u8,,
167,167,14/Nov/2019,22:40:42,"Problemas de tercer mundo... chavos, no sean así... en la entrada no xd 
@MetroCDMX haz el vagón exclusivo para parejas por fi ❤️ https://t.co/Hx3GjNXLRj",,
168,168,14/Nov/2019,22:47:54,@MetroCDMX Y este policía que en horas de trabajo disfruta de su pantalla e Internet dentro de las instalaciones del metrocdmx su número de placa 540698 https://t.co/3OmU83sy9i,,
169,169,14/Nov/2019,22:49:42,@TaniaCa63976721 @MetroCDMX Comparti tu reporte,,
170,170,14/Nov/2019,22:54:06,"@JosLuisLpezGar6 Buenas tardes, notificamos a @MetroCDMX para su debida atención.",,
171,171,14/Nov/2019,23:00:00,Acércate al @MetroCDMX y @MetrobusCDMX con tu bicicleta. 🚴‍♀🚴‍♂ https://t.co/sxMa5hCJyM,,
172,172,14/Nov/2019,23:01:56,@MetroCDMX Pase y moría pir saber quiénes eran!!! Gracias! Donde encuentro más de ellos?? 👍🏼👍🏼,,
173,173,14/Nov/2019,23:02:19,Acércate al @MetroCDMX y @MetrobusCDMX con tu bicicleta. 🚴‍♀🚴‍♂ https://t.co/sxMa5hCJyM,,
174,174,14/Nov/2019,23:03:13,Lámpara en mal estado vagón N.1587 línea 9 dirección Tacubaya @MetroCDMX @telediario @Claudiashein https://t.co/eqf44Zor2Q,linea1 9 ,Tacubaya Tacubaya Tacubaya 
175,175,14/Nov/2019,23:03:48,@MetroCDMXQuejas @MetroCDMX,,
176,176,14/Nov/2019,23:03:58,"@MetroCDMX @JosLuisLpezGar6 @C5_CDMX También en Tacubaya pasa eso, subiendo las escaleras hay un chico que vende boletos y los oculta cada cierto tiempo",linea1 ,Tacubaya Tacubaya Tacubaya 
177,177,14/Nov/2019,23:07:14,🤦🏻‍♂️,,
178,178,14/Nov/2019,23:08:05,Lámpara en mal estado vagón N.1587 línea 9 dirección Tacubaya @MetroCDMX @telediario @Claudiashein https://t.co/eqf44Zor2Q,linea1 9 ,Tacubaya Tacubaya Tacubaya 
179,179,14/Nov/2019,23:11:41,@MetroCDMX @JosLuisLpezGar6 @MetroCDMX Por que no hay detenidos?,,
180,180,14/Nov/2019,23:12:17,"Todos, TODOS los alrededores de @MetroCDMX #Tacubaya invadidos por ambulantes, camiones bloqueando (porque están estacionados) y ahora “sitio” de taxis antes de calle Tordo solo dejan un carril en Av Jalisco. No hay un solo @UCS_GCDMX @SSP_CDMX ... Corrupción @vromog ?No hay duda",linea1 ,Tacubaya Tacubaya Tacubaya 
181,181,14/Nov/2019,23:12:20,@MetroCDMX @JosLuisLpezGar6 Y aparte 37 minutos después,,
182,182,14/Nov/2019,23:13:22,"@MetroCDMX hay una persona pidiendo dinero en L3, vagón 1478 dirección Indios Verdes",L3 ,Indios Verdes 
183,183,14/Nov/2019,23:13:33,Un hombre intento salir por la ventana del @MetroCDMX en la estación Tacubaya lo que provocó retrasos en la Linea 1 https://t.co/USRdNp4dZm,1 ,Tacubaya Tacubaya Tacubaya 
184,184,14/Nov/2019,23:16:08,"Todos vamos a diferentes lugares y nos transportamos por distintos medios, pero todos buscamos lo mismo. 🚶🏽‍♂️🚶🏽‍♀️🚕🚐🚍🚌🚲🏍🛴🚙🚃🚊.... llegar. #CETRAM #CDMX @MetroCDMX @RTP_CiudadDeMex @ecobici @MetrobusCDMX @LaSEMOVI @GobCDMX",,
185,185,14/Nov/2019,23:16:45,"@MetroCDMX @MetroCDMX hay un sujeto pidiendo dinero ""amablemente"" en L3, vagón 1478 dirección Indios Verdes.",L3 ,Indios Verdes 
186,186,14/Nov/2019,23:17:22,"#LaPolicíaAuxiliarTeCuida. Esta mañana los efectivos del GFR, adscritos al #Sector54 Base Murciélago, detuvieron a un masculino por posesión de hierba verde seca, con características propias de marihuana. @MetroCDMX, #Pantitlán #PolicíaAuxiliar #ComunidadPA #Detención #Seguridad https://t.co/yW3TqFMmCq",verde ,
187,187,14/Nov/2019,23:18:24,Ojo aquí 👇,,
188,188,14/Nov/2019,23:19:53,Lámpara en mal estado vagón N.1587 línea 9 dirección Tacubaya @MetroCDMX @telediario @Claudiashein https://t.co/eqf44Zor2Q,linea1 9 ,Tacubaya Tacubaya Tacubaya 
189,189,14/Nov/2019,23:20:13,"@MetroCDMX No avanza tren dirección Rosario #L7, todo bien?",linea6 L7 ,Rosario Rosario 
190,190,14/Nov/2019,23:25:24,"@MetroCDMX Ok está bien ya entendimos pero, cuando arreglan las escaleras electricas que están en Balderas dirección Pantitlan?, como que se descomponen muy seguido no? Pero ya en serio, Cuando???? https://t.co/9eoeBoXcpk",linea1 ,Balderas Balderas 
191,191,14/Nov/2019,23:25:51,@ateneablablabla @MetroCDMX Hola me puedes indicar donde vienes. En que estación para aproximar al personal,,
192,192,14/Nov/2019,23:25:54,@MetroCDMX @Aida2486071 Ni tu te la crees metro,,
193,193,14/Nov/2019,23:26:05,@MetroCDMX no que según ya no abría ventas y personas pidiendo dádivas en los vagones d la línea A pero sigan apoyando a su FERREO  Gerardo Ramirez de seguro también les está compartiendo d sus ganancias todos el sistema de metro y policía están cortados x la misma tijera https://t.co/QicZwRBAYz,,
194,194,14/Nov/2019,23:26:53,#LineaA del @MetroCDMX Comercio Informal https://t.co/aJXo8dGKVT,,
195,195,14/Nov/2019,23:27:07,@raquelpg002 @MetroCDMX @FirenzeM Eres fifí 😂😂😂,,
196,196,14/Nov/2019,23:28:09,@MetroCDMX @Franzme Ahora arreglen por favor las escaleras de balderas que están en el transbordo a línea 1. Lleva varias semanas descompuestas @Claudiashein,linea1 ,balderas balderas 
197,197,14/Nov/2019,23:28:22,"Problemas de tercer mundo... chavos, no sean así... en la entrada no xd 
@MetroCDMX haz el vagón exclusivo para parejas por fi ❤️ https://t.co/Hx3GjNXLRj",,
198,198,14/Nov/2019,23:33:52,"@MetroCDMX
El elevador de la estación #Ermita #L2 y #L12, no funciona.

Solicitamos atención en su reparación para que adultos mayores y personas con discapacidad tengan mejor movilidad y no corran riesgo en las escaleras que además no son eléctricas para bajar. https://t.co/FWzLWlnZo4",L2 L12 ,Ermita Ermita 
199,199,14/Nov/2019,23:34:36,"Llevamos acabo un convenio con NYCTA para exportar lo único que funciona bien en el @MetroCDMX 

 https://t.co/p6dcwSfg0m",,
200,200,14/Nov/2019,23:35:09,@MetroCDMX 13:38 estación Popotla línea azul tres ambulantes uno tras otro. https://t.co/qok3pYiExo,azul ,
201,201,14/Nov/2019,23:35:31,@LucianMuart @MetroCDMX @jose60853944 CHINGA tu MADRE,,
202,202,14/Nov/2019,23:37:05,@MetroCDMX 13:38 estación Popotla línea azul tres ambulantes uno tras otro. https://t.co/PhcPWoXEf1,azul ,
203,203,14/Nov/2019,23:37:13,@al_chrisx @MetroCDMX MUY CIERTO ES CUENTO DE NUNCA ACABAR.,,
204,204,14/Nov/2019,23:37:49,"@MetroCDMX @MetroCDMXQuejas @MetroCDMX  el operador del tren 054 dirección CD Azteca Línea B es idiota o maneja con las patas van varios frenones que da de golpe que aprenda a conducir un tren.
Trae usuarios no animales el burro conduce por delante",,
205,205,14/Nov/2019,23:38:04,@emiliano1205789 @Elfranc72766765 @DenunciasMetro @MetroCDMX @FirenzeM @5antaMerlina @Dalila_Sarabia @FrancoZepeda6 @Claudiashein @arizpe_javier @lopezobrador_ Son los únicos ambulantes que quedan Tacubaya línea 9 ¿Que raro? https://t.co/mT80QvF08j,linea1 9 ,Tacubaya Tacubaya Tacubaya 
206,206,14/Nov/2019,23:38:51,"@MetroCDMX 5 min en línea 7, no lo creo manden bien la información",5 7 ,
207,207,14/Nov/2019,23:39:04,"@MetroCDMX @FirenzeM entonces si limpiaron el pasillo para los ambulantes ? Aparte ese local lo operan ambulantes y venden de todo , de cuánto sería la mochada para quedarse ? @DenunciasMetro @Dagda2018 @arizpe_javier @FrancoZepeda6 @Dalila_Sarabia @Contralacorru13 https://t.co/UOenQens6C",,
208,208,14/Nov/2019,23:39:22,Que paso ahí @MetroCDMX,,
209,209,14/Nov/2019,23:39:40,Ojo aquí .... @MetroCDMX @MetrobusCDMX  @SSP_CDMX NO QUE YA NO SÉ PODRÍA? https://t.co/1Sms0e23Je,,
210,210,14/Nov/2019,23:40:32,"@LaSEMOVI @Claudiashein  @andreslajous hace un momento compré la tarjeta en la estación Misterios del @MetroCDMX, la cajera insistió que vale $10 sin recarga. Esperé y no le recargó los $5. Le dije que debía regarla, pero dijo que no. ¿Por qué desconocen eso? O ¿Cuál es la vdd? https://t.co/TmUJWMRzOC",linea5 ,Misterios 
211,211,14/Nov/2019,23:41:49,@MetroCDMX 13:38 estación Popotla línea azul tres ambulantes uno tras otro. https://t.co/qok3pYiExo,azul ,
212,212,14/Nov/2019,23:43:05,"@MetroCDMX cuando piensan quitar a los vendedores ambulantes de las escaleras de la estación TEPITO línea B, no permiten pasar no quiero ni pensar lo que va a suceder cuando tengan que evacuar la estación por una emergencia @Claudiashein @ContraloriaCDMX",lineaB ,TEPITO 
213,213,14/Nov/2019,23:43:08,@CeciliaNavaG @LaSEMOVI @Claudiashein @andreslajous @MetroCDMX @MetroCDMX @FirenzeM La verdad es que el sindicato del Metro hace de las suyas con las taquilleras... 😒 #50AñosDelMetroCDMX,,
214,214,14/Nov/2019,23:44:17,@Elfranc72766765 @MetroCDMX @FirenzeM @Claudiashein @DenunciasMetro @Dalila_Sarabia @Dagda2018 @arizpe_javier @FrancoZepeda6 @Contralacorru13 @lopezobrador_ @ContraloriaCDMX Se los dije!! Estación 18 de marzo línea 6 otro de estos... A ver cuantos más aparecen en todo el sistema 😒 https://t.co/zfZRQagDDa,6 ,
215,215,14/Nov/2019,23:44:53,@MetroCDMX alguien linea 3?,3 ,
216,216,14/Nov/2019,23:45:08,@MetroCDMX Está tan complicado el sistema que hasta su propia gente mejor viaja en combi https://t.co/jxOX4HEvhu,,
217,217,14/Nov/2019,23:45:22,"@MetroCDMX buenas tardes, podrían prender los ventiladores ultimo vagón línea 7 hacia barranca del@muerto # M.0146
#gracias",7 ,barranca 
218,218,14/Nov/2019,23:45:25,"Les encargo, las flechas amarillas son para la gente que sale. Después de las líneas amarillas, es donde se puede hacer fila para ascender. #Reglasbasicas #educacion #CDMX @MetroCDMX @Mnoseprivatiza https://t.co/oN1IVH9wGj",,
219,219,14/Nov/2019,23:45:29,@MetroCDMX 13:38 estación Popotla línea azul tres ambulantes uno tras otro. https://t.co/qok3pYiExo,azul ,
220,220,14/Nov/2019,23:45:31,@JesGan_love @MetroCDMX @Claudiashein @MHDEProtCivil siguen  sin funcionar y siguen sin hacer nada https://t.co/bePvMzhuBS,,
221,221,14/Nov/2019,23:46:24,"@jose60853944 @AlbertoRuizGal4 @MetroCDMX Se había calmado un poco, pero otra vez están por todos lados!",,
222,222,14/Nov/2019,23:47:00,@soylaprimavera @AlbertoRuizGal4 @MetroCDMX así es!!!,,
223,223,14/Nov/2019,23:47:04,"En la CDMX no estamos mal, estamos peor.

Hoy en estación del @MetroCDMX Auditorio personas encapuchadas generando miedo y daños al patrimonio público

La reacción: nula. 

Aquí no hay gas lacrimógeno ni #cinturondepaz ni nada. La #GuardiaNacional mejor va contra Uber y migrantes https://t.co/OxR607be2t",,
224,224,14/Nov/2019,23:47:21,"“Me gustan los aviones, me gustas tú. Me gusta viajar, me gustas tú. Me gustan las mañanas, me gustas tú“. Así suena ahorita estación Pino Suárez de @MetroCDMX 🎼 https://t.co/ft9UqcAYFk",linea1 ,Pino Pino 
225,225,14/Nov/2019,23:47:49,"@MetroCDMX No chinguen 30 minutos en tres estaciones, dir el rosario, línea 7",linea6 7 ,rosario rosario 
226,226,14/Nov/2019,23:47:53,"Me encontré este aviso en las taquillas del @MetroCDMX y duele que con nuevas tarjetas les pongan ""Tarjetas de mejor calidad"" aunque sabemos que ese no es el caso. 
Aquí el punto son las máquinas expendedoras https://t.co/5IKAhQGCIN",,
227,227,14/Nov/2019,23:48:11,"@MetroCDMX No llueve, no reportas nada extrardinari pero siendo 17.44 hrs L3 en baldersd a universidad detenido",L3 ,universidad 
228,228,14/Nov/2019,23:49:05,@vmvicman @MetroCDMX Es para tirar a los ambulantes,,
229,229,14/Nov/2019,23:49:32,"@MetroCDMX Línea 7, dirección barranca del muerto va lento...",7 ,barranca muerto 
230,230,14/Nov/2019,23:49:39,"@MetroCDMX cuando piensan quitar a los vendedores ambulantes de las escaleras de la estación TEPITO línea B, no permiten pasar no quiero ni pensar lo que va a suceder cuando tengan que evacuar la estación por una emergencia @Claudiashein @ContraloriaCDMX https://t.co/SCytgPcaI5",lineaB ,TEPITO 
